企业代号,企业名称,进项价税合计,合作单位总数,有效合作单位数,作废价税合计,作废合作单位总数,进项作废/有效比%,有效/作废合作单位数比%,净利润,进项月份时长,进项平均每月金额,进项负数发票次数,进项负数发票次数占比,销项金额,销项合作单位总数,销项有效合作单位数,销项作废价税合计,销项作废合作单位总数,销项作废/有效比%,销项有效/作废合作单位数比%,销项月份时长,销项平均每月金额,销项负数发票次数,销项负数发票次数占比
E224,***纸业有限公司,114283500.84000002,103,102,12716588.209999999,15,11.127230192049826,14.563106796116504,-18336766.340000078,36,3174541.6900000004,5,0.6915629322268326,95946734.49999994,41,41,12716588.209999999,15,13.253799909156893,36.58536585365854,36,2665187.0694444426,14,1.2612612612612613
E225,***物业服务有限责任公司***分公司,48074903.04999995,680,680,2832327.7900000005,83,5.89148934331549,12.205882352941176,20611515.189999953,37,1299321.7040540527,48,1.1502516175413373,68686418.2399999,470,470,2832327.7900000005,83,4.123563089435605,17.659574468085108,37,1856389.6821621596,100,1.2026458208057726
E226,***建设工程有限公司,51733363.85999999,219,219,2369372.36,15,4.579969642824615,6.8493150684931505,-7019252.500000037,32,1616667.6206249997,29,2.8375733855185907,44714111.359999955,26,25,2369372.36,15,5.298936483214059,57.692307692307686,36,1242058.6488888876,6,1.1627906976744187
E227,***安全技术有限公司,55296639.10000004,554,553,4993268.080000001,83,9.029966669348621,14.981949458483754,551480.2499997541,34,1626371.7382352953,18,0.6479481641468683,55848119.34999979,72,70,4993268.080000001,83,8.940798970699843,115.27777777777777,36,1551336.6486111053,6,0.8733624454148471
E228,***文化发展有限公司,32773989.929999925,603,603,1921003.9100000001,44,5.861367243057564,7.2968490878938645,27191648.379999682,36,910388.6091666645,10,0.37523452157598497,59965638.30999961,156,152,1921003.9100000001,44,3.2035078157079533,28.205128205128204,36,1665712.1752777668,104,10.473313192346426
E229,***家贸易有限公司,64719255.230000086,227,227,1971911.2300000002,26,3.046869471832143,11.45374449339207,-9945076.910000168,36,1797757.0897222245,8,0.5095541401273885,54774178.31999992,30,30,1971911.2300000002,26,3.600074506786327,86.66666666666667,36,1521504.953333331,1,0.129366106080207
E230,***建筑劳务有限公司,125526.73000000001,17,17,309.0,1,0.24616270972724294,5.88235294117647,49183453.30000024,36,3486.8536111111116,0,0.0,49308980.03000024,61,61,309.0,1,0.0006266607011785689,1.639344262295082,35,1408828.0008571497,20,3.3783783783783785
E231,***建筑科技有限公司,37507897.08999999,133,133,1657493.0,9,4.419050729564643,6.7669172932330826,-4131732.3899998516,36,1041886.0302777775,0,0.0,33376164.700000137,7,7,1657493.0,9,4.966097857253183,128.57142857142858,36,927115.6861111149,0,0.0
E232,***投资发展有限责任公司,37485137.51999999,151,148,639439.0800000001,24,1.7058469631032591,15.894039735099339,10485582.119999982,37,1013111.8248648646,39,4.987212276214834,47970719.63999997,4,4,639439.0800000001,24,1.3329778765020013,600.0,25,1918828.785599999,9,7.964601769911504
E233,***劳务有限公司,434065.07,194,194,11167.68,7,2.572812412664304,3.608247422680412,19554603.830000013,25,17362.6028,0,0.0,19988668.900000013,3,3,11167.68,7,0.05587005345813694,233.33333333333334,23,869072.5608695658,0,0.0
E234,***机电设备商贸有限公司,5003351.240000001,205,205,87988.34000000001,16,1.758588109836558,7.804878048780488,34831985.889999926,28,178691.11571428576,1,0.1088139281828074,39835337.12999993,137,137,87988.34000000001,16,0.22088011885742553,11.678832116788321,28,1422690.6117857117,4,0.6896551724137931
E235,个体经营E235 ,16186123.559999991,122,122,497321.24,13,3.0725160237192717,10.655737704918032,23838468.979999993,29,558142.1917241376,0,0.0,40024592.539999984,191,191,497321.24,13,1.2425391701439172,6.806282722513089,34,1177193.8982352936,4,0.423728813559322
E236,个体经营E236 ,5311970.83,69,69,162888.0,4,3.0664325014751634,5.797101449275362,39335239.06,29,183171.40793103448,1,0.5076142131979695,44647209.89,29,29,162888.0,4,0.3648335481686692,13.793103448275861,33,1352945.7542424242,13,2.5096525096525095
E237,个体经营E237 ,18682233.070000004,324,323,1547097.65,29,8.281117381435172,8.950617283950617,1110484.8799999692,27,691934.5581481484,104,5.473684210526316,19792717.949999973,8,8,1547097.65,29,7.8164992494120895,362.5,16,1237044.8718749983,0,0.0
E238,个体经营E238 ,17066655.729999993,760,756,1473742.88,59,8.635217721122922,7.7631578947368425,39362848.25000073,30,568888.5243333331,23,0.6039915966386555,56429503.98000073,2199,2179,1473742.88,59,2.611653082264043,2.6830377444292863,35,1612271.542285735,557,4.948471926083867
E239,个体经营E239 ,29195181.18000003,46,45,4594983.1,5,15.738840843871055,10.869565217391305,-2925033.219999999,32,912349.4118750009,5,1.3623978201634876,26270147.96000003,33,33,4594983.1,5,17.49127224938551,15.151515151515152,23,1142180.346086958,3,0.9803921568627451
E240,个体经营E240 ,31471963.89999999,1085,1085,2056621.0699999998,37,6.534771953014347,3.410138248847926,-14454986.379999999,24,1311331.8291666664,1,0.09216589861751152,17016977.519999992,2,2,2056621.0699999998,37,12.085701280282356,1850.0,20,850848.8759999996,0,0.0
E241,个体经营E241 ,6762265.8599999985,112,112,271293.6,10,4.011874209275765,8.928571428571429,31136538.36,31,218137.60838709673,1,0.24096385542168677,37898804.22,36,36,271293.6,10,0.7158368333342628,27.77777777777778,35,1082822.9777142857,5,0.6934812760055479
E242,个体经营E242 ,21014215.229999986,503,503,447554.11,10,2.129768373938941,1.9880715705765408,-19495495.969999984,24,875592.3012499994,0,0.0,1518719.2599999998,11,11,447554.11,10,29.469179840387355,90.9090909090909,23,66031.27217391304,0,0.0
E243,***科技有限公司,4894376.41,131,131,89841.0,9,1.835596457527058,6.870229007633588,27196656.99999998,32,152949.2628125,2,0.2936857562408223,32091033.40999998,35,35,89841.0,9,0.2799567058255107,25.71428571428571,33,972455.5578787873,0,0.0
E244,个体经营E244 ,15959235.100000001,153,153,1698966.02,29,10.645660705881824,18.954248366013072,18902960.189999975,35,455978.1457142858,7,0.6334841628959276,34862195.28999998,20,20,1698966.02,29,4.8733764637229795,145.0,33,1056430.1603030297,13,2.9345372460496613
E245,***建筑劳务有限公司,147888.79000000004,64,64,308.0,1,0.20826460207024478,1.5625,25022721.59999997,33,4481.478484848486,0,0.0,25170610.38999997,33,33,308.0,1,0.0012236493085696692,3.0303030303030303,28,898950.3710714275,18,5.825242718446602
E246,***物业服务有限公司,7103468.010000002,409,408,434161.83,37,6.111969947479216,9.04645476772616,24274283.450000048,31,229144.12935483878,11,0.847457627118644,31377751.46000005,121,121,434161.83,37,1.3836613836191032,30.57851239669421,36,871604.2072222236,14,1.8691588785046727
E247,***石化有限公司,13781515.220000003,185,185,735296.3,15,5.335380676668439,8.108108108108109,7930993.580000009,37,372473.3843243244,7,0.7650273224043715,21712508.800000012,10,10,735296.3,15,3.386510083993609,150.0,35,620357.3942857146,0,0.0
E248,***智能科技有限公司,15029356.669999989,262,261,1368032.97,22,9.10240537927164,8.396946564885496,5839420.4300000165,36,417482.12972222193,9,0.6139154160982265,20868777.100000005,118,114,1368032.97,22,6.555405539311643,18.64406779661017,36,579688.252777778,6,1.69971671388102
E249,***建筑工程有限公司,28404068.35,106,106,11071285.0,8,38.97781424681017,7.547169811320755,23415753.350000426,36,789001.8986111111,1,0.16129032258064516,51819821.70000043,3,3,11071285.0,8,21.364961585732182,266.66666666666663,31,1671607.151612917,0,0.0
E250,***塑料厂,9594722.739999998,127,127,479479.0,10,4.997320016357243,7.874015748031496,22849222.949999973,37,259316.83081081076,9,2.107728337236534,32443945.68999997,102,101,479479.0,10,1.4778689515183947,9.803921568627452,37,876863.3970270263,22,3.3333333333333335
E251,***医疗器械有限责任公司,10160269.830000008,347,347,1333418.89,49,13.123853129006898,14.121037463976945,2699607.0499999896,29,350354.13206896576,23,1.6974169741697416,12859876.879999997,130,130,1333418.89,49,10.368830918387456,37.69230769230769,36,357218.80222222215,14,5.109489051094891
E252,***印务有限公司,30305520.779999994,111,111,2694936.73,30,8.892560367345718,27.027027027027028,8977863.219999991,36,841820.0216666665,4,0.44198895027624313,39283383.999999985,40,40,2694936.73,30,6.860245873929804,75.0,36,1091205.1111111108,10,1.9342359767891684
E253,***钢结构工程有限公司,19912674.390000004,319,319,868069.9400000001,24,4.359383993322054,7.523510971786834,3812861.1900000162,35,568933.5540000001,5,0.4180602006688963,23725535.58000002,105,105,868069.9400000001,24,3.658800186292778,22.857142857142858,36,659042.6550000006,3,0.9433962264150944
E254,***设备安装工程有限公司,3614013.58,39,39,800000.0,1,22.136054065408352,2.564102564102564,33586345.14000004,35,103257.53085714286,0,0.0,37200358.720000036,22,22,800000.0,1,2.150516896951039,4.545454545454546,36,1033343.2977777788,2,0.43859649122807015
E255,个体经营E255 ,12836662.390000004,311,311,1978080.2300000002,18,15.409614819666528,5.787781350482315,25769819.44999997,33,388989.7693939395,7,0.5259203606311045,38606481.839999974,19,19,1978080.2300000002,18,5.123699792687459,94.73684210526315,35,1103042.3382857135,30,5.008347245409015
E256,***物资有限公司,11913715.210000006,54,53,474140.48000000004,8,3.979786923243063,14.814814814814813,18012645.88000001,36,330936.5336111113,3,1.1111111111111112,29926361.09000002,211,211,474140.48000000004,8,1.5843572781003283,3.7914691943127963,36,831287.808055556,8,0.8968609865470852
E257,***门窗安装有限公司,17434981.260000005,97,97,979333.56,8,5.6170611565085204,8.24742268041237,6358673.629999943,29,601206.2503448278,2,0.5934718100890208,23793654.88999995,39,38,979333.56,8,4.115944206669974,20.51282051282051,29,820470.8582758603,11,3.4700315457413247
E258,***国际货运有限公司,15662959.580000002,248,248,1033470.71,34,6.598182832059635,13.709677419354838,52383518.95999996,37,423323.2318918919,23,1.0300044782803404,68046478.53999996,193,191,1033470.71,34,1.518771775077959,17.616580310880828,37,1839094.0145945936,52,2.1848739495798317
E259,***文化传媒有限公司,19761380.980000027,521,521,2112947.57,81,10.69230724380274,15.547024952015356,11964242.129999958,36,548927.2494444451,22,0.9478672985781991,31725623.109999985,211,210,2112947.57,81,6.66006641595006,38.388625592417064,36,881267.3086111107,16,2.263083451202263
E260,***广告有限公司,20332238.690000024,258,258,915987.55,19,4.505099334932109,7.3643410852713185,1836344.469999954,36,564784.4080555562,9,0.6701414743112435,22168583.159999978,289,288,915987.55,19,4.131917422908506,6.5743944636678195,36,615793.9766666661,24,1.708185053380783
E261,***医疗器械有限公司,9843435.94000001,457,457,568372.5,35,5.774127077826032,7.658643326039387,6124263.439999985,36,273428.7761111114,9,0.672645739910314,15967699.379999995,131,130,568372.5,35,3.5595140318830336,26.717557251908396,36,443547.20499999984,24,1.755669348939283
E262,个体经营E262 ,18858875.210000005,42,42,347110.52,5,1.840568518190009,11.904761904761903,5665088.090000015,35,538825.0060000002,0,0.0,24523963.30000002,199,198,347110.52,5,1.415393245185617,2.512562814070352,35,700684.6657142863,9,1.3719512195121952
E263,***通信工程有限公司,15049140.910000002,148,148,153410.55,4,1.019397392299385,2.7027027027027026,11182417.980000043,36,418031.6919444445,1,0.20408163265306123,26231558.890000045,15,15,153410.55,4,0.5848319981413035,26.666666666666668,36,728654.4136111124,18,4.455445544554455
E264,个体经营E264 ,27083599.90999997,1502,1502,6756171.58,108,24.945618759880755,7.1904127829560585,-25910564.20999997,24,1128483.3295833322,11,0.7323568575233023,1173035.6999999997,8,8,6756171.58,108,575.9561776338096,1350.0,21,55858.842857142845,0,0.0
E265,***净化工程有限公司,23719602.210000016,477,475,3882884.7199999997,36,16.36994029504847,7.547169811320755,92764.41999997571,32,741237.5690625005,13,0.660569105691057,23812366.62999999,62,62,3882884.7199999997,36,16.306168892545735,58.06451612903226,32,744136.4571874997,16,3.99002493765586
E266,***煤矿机械有限公司,1331567.42,83,83,184441.0,4,13.851420305852782,4.819277108433735,24958030.07,35,38044.78342857143,2,0.6920415224913495,26289597.49,16,15,184441.0,4,0.7015740734340167,25.0,33,796654.4693939394,9,2.0
E267,***林园艺场,1041604.0,41,41,11074.0,3,1.0631679601844846,7.317073170731707,16451538.050000004,18,57866.88888888889,0,0.0,17493142.050000004,11,11,11074.0,3,0.06330480806905697,27.27272727272727,17,1029008.3558823531,5,2.4752475247524752
E268,***建筑劳务有限公司,6029728.0,19,19,217000.0,2,3.5988356357036335,10.526315789473683,19561787.940000065,26,231912.61538461538,0,0.0,25591515.940000065,9,9,217000.0,2,0.8479372636961475,22.22222222222222,36,710875.4427777795,9,2.631578947368421
E269,***节能服务有限公司,1035305.25,69,69,2599.0,1,0.2510370733655605,1.4492753623188406,29025385.19999999,31,33396.9435483871,0,0.0,30060690.44999999,19,19,2599.0,1,0.008645842663936552,5.263157894736842,35,858876.8699999998,9,4.639175257731959
E270,个体经营E270 ,6742372.369999995,90,90,97186.64000000001,8,1.4414309187731809,8.88888888888889,13301785.830000008,35,192639.21057142844,4,0.7299270072992701,20044158.200000003,40,40,97186.64000000001,8,0.4848626668691928,20.0,34,589534.0647058825,10,2.9850746268656714
E271,***科技有限公司,30113470.370000012,507,507,2127275.1799999997,37,7.064198027867483,7.297830374753452,90731.00000001118,36,836485.2880555559,8,0.4884004884004884,30204201.370000023,94,93,2127275.1799999997,37,7.042977743198637,39.361702127659576,36,839005.5936111117,15,3.4090909090909087
E272,个体经营E272 ,4830779.88,283,282,343423.9,22,7.109077799669896,7.773851590106007,9016867.61999999,35,138022.2822857143,14,1.1986301369863013,13847647.499999989,72,71,343423.9,22,2.4800161904756766,30.555555555555557,35,395647.07142857113,33,6.088560885608856
E273,个体经营E273 ,10496619.799999993,318,317,1178142.25,38,11.224015658831433,11.949685534591195,12508108.479999747,28,374879.2785714283,18,1.2328767123287672,23004728.27999974,5120,5117,1178142.25,38,5.121304784218096,0.7421875,34,676609.6552941101,13,0.163296068333124
E274,***建筑劳务有限公司,36788.0,9,9,0,0,0.0,0.0,11696902.960000014,20,1839.4,0,0.0,11733690.960000014,15,15,0,0,0.0,0.0,20,586684.5480000007,2,1.4705882352941175
E275,***网络工程有限公司,1784574.9500000002,97,97,207534.31,9,11.62934120531054,9.278350515463918,18852291.08000001,34,52487.49852941177,6,1.6483516483516485,20636866.03000001,45,45,207534.31,9,1.0056483852650173,20.0,37,557753.1359459462,24,6.722689075630252
E276,***体育设施工程有限公司,4290675.120000002,243,243,568260.6,12,13.244083602395879,4.938271604938271,7892164.22999997,32,134083.59750000006,1,0.09784735812133072,12182839.349999972,20,20,568260.6,12,4.664434814204467,60.0,36,338412.2041666659,8,4.733727810650888
E277,***消防设备制造有限公司,14119097.810000002,81,81,654957.7100000001,7,4.638807088198789,8.641975308641975,3988780.4699999914,29,486865.441724138,2,0.6269592476489028,18107878.279999994,36,35,654957.7100000001,7,3.616976543979731,19.444444444444446,29,624409.5958620687,1,0.39370078740157477
E278,***贸易有限公司,12680187.660000011,98,98,1371527.8399999999,5,10.816305537232077,5.1020408163265305,337678.33999999054,36,352227.4350000003,2,0.5141388174807198,13017866.000000002,38,38,1371527.8399999999,5,10.535734812449288,13.157894736842104,36,361607.38888888893,2,0.9009009009009009
E279,***环保包装有限公司,18815634.029999986,90,90,944430.3400000002,9,5.019391525654588,10.0,4127585.620000001,29,648814.9665517237,4,0.6666666666666667,22943219.649999987,7,7,944430.3400000002,9,4.116381024142793,128.57142857142858,29,791145.5051724133,33,6.6000000000000005
E280,个体经营E280 ,14112182.980000006,103,103,150698.91999999998,6,1.0678639882544942,5.825242718446602,2968370.2299999874,28,504006.5350000002,0,0.0,17080553.209999993,125,125,150698.91999999998,6,0.882283601398646,4.8,35,488015.8059999998,4,0.7285974499089253
E281,***商业管理有限责任公司,21614464.910000004,186,186,698503.0599999999,30,3.2316463206860844,16.129032258064516,-5281354.729999974,33,654983.7851515153,0,0.0,16333110.18000003,43,43,698503.0599999999,30,4.276607775874311,69.76744186046511,32,510409.6931250009,3,0.5444646098003629
E282,***影城有限公司***分公司,12876647.509999998,93,91,835464.4500000001,21,6.488214027379245,22.58064516129032,8194955.980000038,37,348017.5002702702,19,2.5265957446808507,21071603.490000036,562,561,835464.4500000001,21,3.9648831205298967,3.7366548042704624,37,569502.7970270279,18,0.9188361408882083
E283,***机械铸造有限责任公司,17369732.989999983,107,107,860171.4600000001,17,4.952128282543052,15.887850467289718,2275732.240000017,36,482492.5830555551,0,0.0,19645465.23,20,20,860171.4600000001,17,4.3784733521426515,85.0,36,545707.3675,0,0.0
E284,***成焊科技有限公司,12229856.170000006,120,120,942918.02,20,7.7099681868131045,16.666666666666664,3797858.7100000028,37,330536.6532432434,5,0.49652432969215493,16027714.880000008,125,125,942918.02,20,5.883047128425082,16.0,36,445214.30222222244,2,0.4662004662004662
E285,个体经营E285 ,18423110.880000003,224,224,2712434.2,18,14.722997748141436,8.035714285714286,11793609.940000005,35,526374.5965714287,4,0.547945205479452,30216720.820000008,53,53,2712434.2,18,8.976600128643607,33.9622641509434,35,863334.8805714288,7,1.5283842794759825
E286,***印务有限公司,12889214.059999999,79,79,571203.2,11,4.431637160660205,13.924050632911392,-761352.5299999993,23,560400.6113043478,0,0.0,12127861.53,32,31,571203.2,11,4.709842692275528,34.375,23,527298.3273913043,5,2.512562814070352
E287,***鞋材有限公司,16489546.810000002,94,94,1617929.1099999999,22,9.811847036443808,23.404255319148938,-1446137.6799999978,36,458042.9669444445,3,0.7109004739336493,15043409.130000005,26,26,1617929.1099999999,22,10.755069519271922,84.61538461538461,36,417872.47583333345,1,0.37453183520599254
E288,个体经营E288 ,15170160.330000013,125,125,407405.87,6,2.685573923660698,4.8,843576.1999999918,31,489360.01064516173,1,0.17391304347826086,16013736.530000005,36,35,407405.87,6,2.5441024912378767,16.666666666666664,33,485264.74333333346,4,1.6666666666666667
E289,***运业有限公司***分公司,7872247.510000007,170,170,546736.0700000001,9,6.945107725658889,5.294117647058823,13179355.010000022,37,212763.4462162164,9,0.2721499848805564,21051602.52000003,398,394,546736.0700000001,9,2.597123280665093,2.261306532663317,36,584766.7366666675,24,1.5315890236119976
E290,***机电有限公司,6097913.969999998,218,218,108476.58,11,1.778912928809326,5.045871559633028,10796354.350000016,37,164808.48567567562,6,0.6984866123399301,16894268.320000015,110,109,108476.58,11,0.6420910213174589,10.0,36,469285.2311111115,19,1.9230769230769231
E291,***文业建设工程有限公司,18636178.799999993,117,117,1558453.9700000002,15,8.362518876455514,12.82051282051282,-7412703.079999993,35,532462.2514285712,9,2.4193548387096775,11223475.72,5,5,1558453.9700000002,15,13.885662595793455,300.0,26,431672.1430769231,2,1.550387596899225
E292,***物流有限公司,7488456.999999997,83,83,103169.1,5,1.377708385051821,6.024096385542169,4116529.8700001324,34,220248.73529411756,0,0.0,11604986.87000013,20,20,103169.1,5,0.8890066068639926,25.0,34,341323.14323529793,2,0.1564945226917058
E293,***物资有限公司,8573544.459999999,27,27,1116416.09,2,13.021639943767205,7.4074074074074066,-877358.7099999944,35,244958.4131428571,0,0.0,7696185.750000005,3,3,1116416.09,2,14.506095957988013,66.66666666666666,36,213782.93750000012,0,0.0
E294,个体经营E294 ,4566083.580000003,234,234,384456.18,15,8.419823537264286,6.41025641025641,18075236.30999999,29,157451.15793103457,4,0.4733727810650888,22641319.889999993,47,47,384456.18,15,1.6980290100923092,31.914893617021278,35,646894.8539999998,1,0.3225806451612903
E295,***电器设备制造有限公司,12865263.94,213,213,981971.6,23,7.632735749376317,10.7981220657277,810192.4800000023,36,357368.4427777778,1,0.12224938875305623,13675456.420000002,57,56,981971.6,23,7.180539865301255,40.35087719298245,36,379873.78944444447,3,1.4563106796116505
E296,***装饰设计工程有限公司,5806430.69,381,381,2093957.7999999998,47,36.06273650361957,12.335958005249344,6564836.469999977,32,181450.9590625,28,1.9363762102351314,12371267.159999978,18,18,2093957.7999999998,47,16.925976724279256,261.11111111111114,33,374886.88363636297,19,8.67579908675799
E297,***建筑机械租赁有限公司,11818960.0,10,10,0,0,0.0,0.0,1827040.0400000028,31,381256.77419354836,0,0.0,13646000.040000003,3,3,0,0,0.0,0.0,23,593304.3495652175,0,0.0
E298,***电器维护服务有限公司,5748300.060000002,70,70,85285.55,7,1.4836655899970532,10.0,10480013.109999906,28,205296.4307142858,10,1.1086474501108647,16228313.169999909,253,251,85285.55,7,0.5255355199680343,2.766798418972332,37,438603.05864864617,29,1.1904761904761905
E299,***压缩天然气有限责任公司,26824293.28999999,109,109,467199.75,13,1.741703853850161,11.926605504587156,-7141587.299999978,37,724980.8997297295,6,1.0526315789473684,19682705.990000013,265,265,467199.75,13,2.3736560930055313,4.905660377358491,37,531965.0267567572,6,1.2121212121212122
E300,***建设工程有限公司,16132911.69,232,232,652431.6599999999,21,4.04410358487495,9.051724137931034,2406024.099999981,34,474497.4026470588,2,0.2677376171352075,18538935.78999998,23,23,652431.6599999999,21,3.5192508749716134,91.30434782608695,32,579341.7434374994,4,1.7937219730941705
E301,***企业管理咨询有限公司,4118577.669999996,789,789,375370.51,40,9.114081124030383,5.069708491761723,11294643.629999971,35,117673.6477142856,7,0.23561090541905083,15413221.299999967,119,118,375370.51,40,2.4353800071630762,33.61344537815126,33,467067.31212121114,8,1.8691588785046727
E302,***机电设备有限公司,3494287.4099999983,236,236,933276.94,32,26.708648445148945,13.559322033898304,5868193.56000001,37,94440.20027027023,8,0.8898776418242491,9362480.970000008,33,33,933276.94,32,9.968265281291131,96.96969696969697,36,260068.91583333357,1,0.38314176245210724
E303,***图书发行有限公司,2423111.9699999997,108,108,747388.52,6,30.844159463254194,5.555555555555555,13924433.84,37,65489.5127027027,1,0.1466275659824047,16347545.81,42,42,747388.52,6,4.571869861608297,14.285714285714285,37,441825.56243243243,1,0.31746031746031744
E304,***环保科技有限公司,19039870.270000003,142,142,502817.0,14,2.6408635818924617,9.859154929577464,-9661256.92000001,36,528885.2852777778,1,0.17006802721088435,9378613.349999994,198,198,502817.0,14,5.361314953878553,7.07070707070707,36,260517.03749999983,0,0.0
E305,***劳务有限公司,19564194.069999997,164,164,113467.0,12,0.5799727788122478,7.317073170731707,28272912.169999983,35,558976.9734285714,0,0.0,47837106.23999998,4,4,113467.0,12,0.23719453143911584,300.0,36,1328808.5066666661,2,0.6230529595015576
E306,个体经营E306 ,3947691.9799999963,340,339,124670.85,18,3.1580693385303107,5.294117647058823,8602092.62,30,131589.73266666653,5,0.40816326530612246,12549784.599999996,64,63,124670.85,18,0.9934102773365532,28.125,35,358565.27428571414,7,2.127659574468085
E307,***通信工程有限公司,3229215.4299999997,110,110,9942.0,5,0.3078766411072178,4.545454545454546,2906950.0399999972,32,100912.98218749999,0,0.0,6136165.469999997,10,10,9942.0,5,0.16202301011286133,50.0,30,204538.8489999999,0,0.0
E308,***餐饮文化服务有限公司,8393697.350000001,64,63,391217.7,11,4.660850679825857,17.1875,3545134.20999969,36,233158.25972222225,9,1.8480492813141685,11938831.559999691,1535,1534,391217.7,11,3.2768508210698815,0.7166123778501629,36,331634.2099999914,11,0.6819590824550528
E309,个体经营E309 ,6796476.200000001,194,194,779361.6,21,11.467142340614684,10.824742268041238,5936830.209999984,31,219241.16774193553,14,1.4989293361884368,12733306.409999985,38,37,779361.6,21,6.120653779193875,55.26315789473685,35,363808.7545714282,2,1.1627906976744187
E310,***律师事务所,3856558.920000001,480,479,137636.0,20,3.5688810376064466,4.166666666666666,7254953.370000101,30,128551.96400000002,9,0.48939641109298526,11111512.290000102,449,443,137636.0,20,1.238679276122177,4.4543429844097995,30,370383.7430000034,30,3.1982942430703627
E311,***律师事务所,2146017.8699999996,346,345,75740.33,20,3.5293429313335594,5.780346820809249,8525411.590000037,26,82539.14884615384,22,0.8750994431185362,10671429.460000036,131,125,75740.33,20,0.7097486825349801,15.267175572519085,25,426857.17840000143,18,4.37956204379562
E312,***家居用品有限公司,83614546.00999996,906,905,6199590.479999999,111,7.414487999801557,12.251655629139073,-71362924.78999998,36,2322626.2780555543,31,0.6993006993006993,12251621.219999982,190,189,6199590.479999999,111,50.60220495455382,58.42105263157895,36,340322.8116666662,15,2.2522522522522523
E313,***物流有限公司,8138200.389999999,63,63,224295.19,3,2.7560784848159785,4.761904761904762,5084346.290000001,37,219951.36189189187,5,1.5384615384615385,13222546.68,29,26,224295.19,3,1.6963085510544027,10.344827586206897,37,357366.12648648646,8,2.867383512544803
E314,***房地产营销策划有限公司,3092942.8500000024,233,233,10769.41,9,0.3481929839085126,3.862660944206009,4312499.689999998,32,96654.46406250008,39,3.1527890056588523,7405442.54,5,5,10769.41,9,0.14542561017562092,180.0,35,211584.07257142858,2,1.8181818181818181
E315,***轮胎有限公司,2443360.33,95,94,461094.35000000003,7,18.871320138033017,7.368421052631578,8996553.23999996,36,67871.12027777778,4,1.0638297872340425,11439913.56999996,140,140,461094.35000000003,7,4.030575468762057,5.0,36,317775.3769444433,3,0.19569471624266144
E316,个体经营E316 ,2817553.649999999,185,185,52214.8,9,1.853196300272757,4.864864864864865,8003189.319999991,35,80501.53285714283,3,0.3978779840848806,10820742.96999999,22,22,52214.8,9,0.4825435752864949,40.909090909090914,34,318257.14617647027,13,3.217821782178218
E317,***科技有限公司,1734789.8899999997,107,107,179007.58000000002,7,10.318689371656417,6.5420560747663545,3980259.0700000003,31,55960.964193548374,3,0.8645533141210375,5715048.96,33,32,179007.58000000002,7,3.1322142864021942,21.21212121212121,31,184356.41806451613,10,5.847953216374268
E318,***商贸有限公司,1276891.5599999998,25,25,9209.880000000001,2,0.7212734650701271,8.0,9859174.229999995,37,34510.5827027027,2,0.6734006734006733,11136065.789999995,16,16,9209.880000000001,2,0.0827031751937953,12.5,37,300974.75108108093,2,0.5730659025787965
E319,个体经营E319 ,8395262.15,36,36,413781.43,4,4.92874936609335,11.11111111111111,5161272.590000005,29,289491.79827586206,1,0.5681818181818182,13556534.740000006,174,174,413781.43,4,3.0522654788697117,2.2988505747126435,35,387329.5640000002,6,0.8683068017366137
E320,***建筑设计有限公司,6765048.120000001,77,77,121250.0,1,1.7923006288978176,1.2987012987012987,1734168.9200000055,32,211407.75375000003,0,0.0,8499217.040000007,5,5,121250.0,1,1.426601996741101,20.0,15,566614.4693333338,0,0.0
E321,***生物流有限公司,5929272.51,15,15,261010.94,1,4.402073602786728,6.666666666666667,5389927.179999998,36,164702.01416666666,1,1.6129032258064515,11319199.689999998,125,125,261010.94,1,2.3059133785809203,0.8,36,314422.21361111104,6,1.643835616438356
E322,***装饰工程设计有限公司,10250591.050000003,230,228,656848.21,16,6.407905717787851,6.956521739130435,-180546.7599999942,29,353468.65689655184,12,1.3574660633484164,10070044.290000008,14,14,656848.21,16,6.522793654962161,114.28571428571428,29,347242.9065517244,43,5.168269230769231
E323,***建筑装饰工程有限公司,4315841.960000001,144,144,682325.29,21,15.809783961598074,14.583333333333334,1166506.5599999996,25,172633.67840000003,4,0.8547008547008548,5482348.5200000005,14,14,682325.29,21,12.44585760118731,150.0,22,249197.66000000003,0,0.0
E324,***汽贸有限公司,91927033.14999998,82,82,3706436.73,16,4.031933374758327,19.51219512195122,-78125769.77999999,36,2553528.6986111104,6,0.3824091778202677,13801263.369999995,41,41,3706436.73,16,26.855778566306725,39.02439024390244,36,383368.4269444443,6,1.7699115044247788
E325,***通讯器材有限公司,35538257.45999999,63,63,866989.1,12,2.4395937279024937,19.047619047619047,-24046852.50000001,36,987173.8183333331,12,2.3391812865497075,11491404.959999982,1498,1495,866989.1,12,7.544674502533599,0.801068090787717,37,310578.512432432,29,0.7248187953011748
E326,***包装材料有限公司,10208729.249999998,38,38,742301.0,5,7.271237994679898,13.157894736842104,869889.3500000034,33,309355.43181818177,0,0.0,11078618.600000001,36,36,742301.0,5,6.700302869890294,13.88888888888889,32,346206.83125000005,0,0.0
E327,个体经营E327 ,12361512.57,61,61,944414.54,5,7.6399593872677665,8.19672131147541,5633896.209999997,29,426259.05413793103,0,0.0,17995408.779999997,7,7,944414.54,5,5.24808606209389,71.42857142857143,35,514154.53657142847,1,0.398406374501992
