marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vines,Impact_factor,review_headline,review_body,total_words,words_number,review_date
US,50865829,R1R0UN7M77DW5A,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Simple,Pretty simple,"['Pretty', 'Simple', 'simple']",3,6/5/2015
US,1928134,RNUQ2JDMH8QHV,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Four Stars,very good,"['very', 'Stars', 'good', 'Four']",4,6/4/2015
US,19443892,RK5D50840CCAE,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,works,"['Five', 'Stars', 'works']",3,6/3/2015
US,28293244,R122I01R3SG3YQ,B004ZUWBVW,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Great,Works as expected. Great value.,"['Works', 'as', 'Great', 'expected', 'value']",5,6/3/2015
US,2397922,R10J20RIZIRYPC,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Works great and priced right,I am in a wheelchair.  Cannot stand to reach our over the stove microwave.  Purchased this to place on he counter.  Now I can microwave to my hearts content.  Works great and priced right.  Would recommend it to everyone.,"['he', 'right', 'microwave', 'Would', 'the', 'Works', 'wheelchair', 'to', 'my', 'Now', 'can', 'Cannot', 'in', 'and', 'hearts', 'content', 'stand', 'reach', 'recommend', 'counter', 'great', 'this', 'place', 'Purchased', 'on', 'priced', 'our', 'over', 'am', 'a', 'I', 'it', 'stove', 'everyone']",34,6/3/2015
US,26241480,R20U165C43HAQA,B00G4CV606,309267414,jx7227sfss - deluxe built-in trim kit for 2.2 microwave ovens/ compatible with peb7226sf models/ stainless steel finish,Major Appliances,5,0,0,N,1,Five Stars,Exactly what I wanted.,"['Stars', 'I', 'Five', 'what', 'wanted', 'Exactly']",6,6/3/2015
US,12350298,R300ZT6T6O9XBW,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,Looks great for the price and works well! Could not ask for more.,"['Stars', 'price', 'works', 'Looks', 'and', 'well', 'for', 'Five', 'the', 'ask', 'Could', 'not', 'more', 'great']",14,6/3/2015
US,43808474,R1BC3E2QS68XXX,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,1,Five Stars,Product does the job it was sold to do.,"['Stars', 'was', 'job', 'does', 'to', 'sold', 'the', 'Five', 'Product', 'it', 'do']",11,6/2/2015
US,33224073,R1QJVNDARZR0P3,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,2,0,0,N,1,It's tinny.,"It's kind of tinny.  Probably just too small . The latch for closing the door sticks so you need to slam the it,  and the whole thing shakes.  I'm already prepared for itt o die, and I will buy a larger and more expensive one.","['The', 'door', 'prepared', 'sticks', 'for', 'the', 'expensive', 'you', 'just', 'buy', 'already', 'will', 'kind', 'too', ""I'm"", ""It's"", 'tinny', 'to', 'itt', 'o', 'slam', 'of', 'more', 'one', 'larger', 'and', 'Probably', 'need', 'so', 'die', 'whole', 'a', 'I', 'small', 'it', 'closing', 'shakes', 'latch', 'thing']",39,6/1/2015
US,30569926,R2A0554RLEXC1L,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,love this! Good size for countertops<br /><br />had it since January 2015 and loved every minute of it.,"['Stars', 'since', '2015', 'for', 'Five', 'loved', '/><br', 'size', 'Good', 'of', 'January', 'love', 'and', '/>had', 'this', 'every', 'minute', 'countertops<br', 'it']",19,6/1/2015
US,678223,R3O9NNGYOCY2Z4,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,4,0,0,N,1,Good call!,It came with the diode which may have caused the problem and I would not have known it. Good call!,"['may', 'and', 'problem', 'Good', 'I', 'diode', 'the', 'have', 'with', 'which', 'caused', 'call', 'would', 'It', 'not', 'it', 'known', 'came']",18,5/31/2015
US,50547019,RWPICUU5Y75N8,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,4,1,1,N,1.0,Great size. I only use a microwave to reheat ...,"Great size.  I only use a microwave to reheat things.  So nothing more then 5 minutes or so.  The simple display to add time by 30 second increments is what allows this to be so small.  If you need complicated time inputs with numbered buttons, this isn't for you.","['nothing', 'or', 'The', 'microwave', 'Great', 'If', 'numbered', '30', 'is', 'for', 'you', 'with', 'be', 'size', 'increments', 'allows', 'to', 'So', ""isn't"", 'use', 'then', 'time', 'complicated', 'inputs', 'more', 'buttons', 'things', 'only', 'reheat', 'what', 'add', 'need', 'display', 'so', 'by', 'this', 'a', 'I', '5', 'small', 'simple', 'minutes', 'second']",43,5/30/2015
US,47986142,R1OBGOWZEHPYK2,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,2,2,N,2.0,Simple but Nice!,"Great value for the price. Full array of function controls. Takes up small amount of counter space, yet has plenty of room for a full 10 1/2&#34; dinner plate on its motorized turntable.","['10', 'space', 'Great', 'Takes', 'turntable', 'dinner', 'for', 'the', 'room', 'but', 'has', 'plenty', 'Full', 'of', 'function', 'array', 'plate', '1/2&#34;', 'Simple', 'amount', 'counter', 'on', 'price', 'yet', 'controls', 'full', 'a', 'small', 'its', 'up', 'value', 'Nice', 'motorized']",33,5/30/2015
US,42466091,R2ZNL13RMQRWH6,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,4,0,1,N,-1.0,Very quiet.,"Nice microwave arrived quickly was actually 40 dollars cheaper than in the local big box stores.  very quiet, sleek look, Grill function works well. so far we've had it only a week but it seems to be doing the job as described.","['works', 'microwave', 'job', 'doing', 'the', 'far', 'arrived', 'seems', 'actually', 'very', 'but', 'than', 'be', 'dollars', '40', 'to', 'described', 'Very', 'quickly', 'local', 'sleek', 'well', 'function', 'Grill', 'was', 'only', 'quiet', 'in', 'as', 'box', 'week', 'so', ""we've"", 'stores', 'a', 'had', 'cheaper', 'it', 'look', 'big', 'Nice']",41,5/30/2015
US,21041172,R3KXSH8GS72ZHR,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,0,0,N,1,Five Stars,TThe kit works well. It took lots of work to unload and reload the microwave over the range though.,"['Stars', 'works', 'microwave', 'work', 'the', 'Five', 'unload', 'kit', 'to', 'reload', 'well', 'of', 'and', 'lots', 'It', 'though', 'TThe', 'over', 'range', 'took']",20,5/30/2015
US,34793204,R205I5IVIPNKWB,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,It's great,"['Five', ""It's"", 'Stars', 'great']",4,5/30/2015
US,23454980,RJGT5P2IVO09N,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,3,3,N,3.0,Great stuff. Saved me from having to buy new ...,"Great stuff.  Saved me from having to buy new oven.  It's been a year, and it's still good.","['been', 'Saved', 'year', 'good', 'and', 'Great', 'to', ""It's"", 'a', 'still', 'me', 'from', 'new', ""it's"", 'stuff', 'buy', 'oven', 'having']",18,5/30/2015
US,10151756,R109GLOGRQ2E5D,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Great little microwave!!!,"My over the range microwave died and the manufacturer no longer makes the model I have.  Because it will take me some time to find what will look correct with what I now have, I needed a microwave oven quick!  Took a chance, because I didn't want to spend a lot of money, and purchased the Danby 0.7 cu. ft. countertop.  I couldn't be more pleased.  It works just great for what I need and it arrived in two days!","['works', 'microwave', 'Great', 'needed', 'chance', 'me', 'the', 'take', 'countertop', 'longer', 'with', 'lot', 'for', 'arrived', 'cu', 'because', 'oven', 'will', 'purchased', 'now', ""couldn't"", 'be', 'model', 'want', 'to', 'died', 'of', 'manufacturer', 'time', 'have', 'money', 'some', 'ft', 'more', '07', 'find', 'Because', 'no', 'My', 'and', 'in', 'pleased', 'quick', 'days', 'two', 'what', 'need', 'It', ""didn't"", 'great', 'over', 'Took', 'makes', 'little', 'a', 'Danby', 'I', 'it', 'range', 'correct', 'look', 'spend', 'just']",63,5/28/2015
US,40617537,R3O8C1BJYKZ6Z5,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,4,3,3,N,3.0,perfect.,"It works, nothing fancy, no bells and whistles. It's small its basic and that's all I needed. Big enough to fit a dinner plate and small enough to push into a corner, perfect.","['push', 'perfect', 'nothing', 'works', 'needed', 'dinner', 'bells', 'all', ""It's"", 'to', 'fancy', 'basic', 'no', 'and', 'corner', ""that's"", 'It', 'into', 'a', 'whistles', 'I', 'fit', 'small', 'enough', 'its', 'Big', 'plate']",27,5/27/2015
US,24648357,R8B773YIDRE9Z,B00413662I,801135043,"amana 1.5 cu. ft. over-the-range microwave, amv1150vaw, white",Major Appliances,5,0,1,N,-1.0,very nice!,"Fast delivery, great microwave!","['delivery', 'microwave', 'Fast', 'nice', 'very', 'great']",6,5/27/2015
US,36115702,R3FKOBEPUG4D57,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,4,0,0,N,1,Not snow white but off white color,"The color description on the can is &#34;snow white&#34;, the reality is this paint is an off white color.  My GE microwave is a bright white color and this paint did not match.  I still used the product and it worked well.  If the directions are followed, the spray applies evenly and covers well with several coats.  For my needs I liked this product better than the touch up paint with brush application.  You also get more paint with the spray can.","['used', 'The', 'white', 'microwave', 'If', 'is', 'the', 'with', 'off', 'but', 'also', 'than', 'Not', 'get', 'match', 'did', 'touch', 'my', 'paint', 'application', 'GE', 'well', 'snow', 'color', 'covers', 'You', 'can', 'worked', 'several', 'more', 'better', 'applies', 'For', 'My', 'and', 'brush', 'still', 'spray', 'directions', 'bright', 'are', 'reality', 'an', 'coats', 'on', 'this', 'needs', 'description', 'a', 'followed', 'I', 'it', 'white&#34;', 'liked', '&#34;snow', 'not', 'evenly', 'up', 'product']",59,5/26/2015
US,16226056,RA40MJPJ5L90J,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,"Great small size, easy to clean. Amazing price!","['Stars', 'size', 'price', 'easy', 'Great', 'to', 'Five', 'small', 'clean', 'Amazing']",10,5/26/2015
US,35518392,R16LCB3C22CDEE,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,Very nice little microwave and doesn't take up a ton of space on the counter.,"['Stars', 'ton', 'space', 'microwave', 'and', 'little', 'counter', 'a', 'Very', 'of', 'Five', 'take', 'nice', 'the', ""doesn't"", 'up', 'on']",17,5/26/2015
US,32123809,R1D9P6NZGXRTZH,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,97,108,N,86.0,pad very delicate,The button pad gets very easily torn up. I'm not a heavy handed person.  Owned this a few months and the pad is torn up. Looks like something was chewing on it. Especially the start and clear buttons.  Would have spent a bit more for a sturdier pad. Otherwise it works great and looks good.,"['gets', 'The', 'spent', 'delicate', 'works', 'Would', 'sturdier', 'is', 'the', 'heavy', 'for', 'very', 'pad', 'like', ""I'm"", 'start', 'torn', 'chewing', 'have', 'buttons', 'more', 'button', 'was', 'good', 'Looks', 'and', 'handed', 'clear', 'few', 'Otherwise', 'Especially', 'something', 'on', 'this', 'great', 'months', 'easily', 'a', 'Owned', 'looks', 'it', 'person', 'bit', 'not', 'up']",45,5/25/2015
US,15048270,R29H2P36FDDCQZ,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Glad I bought it!,Works well! Great small size! Easy to figure out controls!,"['size', 'Works', 'out', 'Great', 'to', 'controls', 'Glad', 'I', 'well', 'small', 'it', 'bought', 'Easy', 'figure']",14,5/25/2015
US,22203804,R6K84574GQB7A,B004ZUWBVW,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Great product for the money,"Great little unit. Only big enough for one dinner plate, but does the job well.","['job', 'does', 'Great', 'little', 'unit', 'dinner', 'well', 'Only', 'the', 'for', 'enough', 'money', 'but', 'big', 'plate', 'product', 'one']",17,5/25/2015
US,36253745,RNHJCWGCXCYIE,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Great Mircowave,"The microwave and is nicer then I expected for the price. It is stainless steel inside and out. they also include a replacement key pad cover. the only thing I do not like is the glass turntable did not come with a wheeled undercarriage to allow for smoother rotation, but other then that very nice and I would by again.","['The', 'microwave', 'Great', 'turntable', 'is', 'for', 'the', 'Mircowave', 'with', 'would', 'very', 'also', 'pad', 'like', 'but', 'wheeled', 'they', 'did', 'to', 'that', 'expected', 'then', 'smoother', 'again', 'nicer', 'only', 'and', 'out', 'undercarriage', 'other', 'It', 'replacement', 'do', 'allow', 'come', 'steel', 'by', 'price', 'include', 'inside', 'a', 'I', 'rotation', 'nice', 'glass', 'stainless', 'cover', 'not', 'thing', 'key']",50,5/24/2015
US,49865715,RCHSF6V062F0K,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,0,0,N,1,... exactly what I needed to repair my microwave - easy install.,This part was exactly what I needed to repair my microwave - easy install.,"['was', 'microwave', '-', 'easy', 'install', 'to', 'needed', 'my', 'part', 'I', 'This', 'what', 'repair', 'exactly']",14,5/24/2015
US,42490871,R3LLUXQC656K33,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,2,0,0,N,1,Two Stars,it was great!! The product came as described...on time and the right product.,"['Stars', 'was', 'The', 'right', 'as', 'and', 'came', 'describedon', 'time', 'it', 'the', 'Two', 'product', 'great']",14,5/23/2015
US,37838521,R3UMLQR0WFBJ11,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,2,2,2,N,2.0,Two Stars,Doesn't work on a pure sine wave inverter.,"['Stars', ""Doesn't"", 'work', 'a', 'pure', 'sine', 'Two', 'inverter', 'wave', 'on']",10,5/22/2015
US,899959,R2KLJXKH63Q79X,B00009V3X6,459626087,sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves,Major Appliances,4,4,5,N,3.0,"Great price, shipped in good speedy time","Great price, shipped in good speedy time,  a very small dent that we decided we were not going to complain or worry about!  Oven was mounted, and neither of us felt it was worth taking out and starting over!!!  Works great, convection or micro- wave!!","['or', 'we', 'Great', 'decided', 'worth', 'dent', 'very', 'wave', 'starting', 'Works', 'to', 'that', 'of', 'time', 'taking', 'mounted', 'us', 'micro-', 'was', 'felt', 'good', 'in', 'and', 'shipped', 'out', 'going', 'complain', 'great', 'neither', 'price', 'over', 'Oven', 'convection', 'a', 'small', 'about', 'it', 'were', 'worry', 'not', 'speedy']",41,5/20/2015
US,49872061,R22JV9UGDBU4T4,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Nice!,Fits under my cabinet & is pretty quiet.  I've only used it to heat up things & works great.  Takes up only a small amount of countertop.,"['used', 'works', 'Takes', 'is', 'countertop', 'under', 'Fits', 'to', 'my', 'of', '&', ""I've"", 'things', 'only', 'quiet', 'amount', 'great', 'pretty', 'a', 'small', 'it', 'heat', 'up', 'Nice', 'cabinet']",25,5/19/2015
US,20207650,RP2MT8N1SZ89T,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Danby Delivers Quality and Value,"Great product, really like it, and the price was amazing.<br />I got in time and it was pack well.<br />I would recommend it to others, one caveat let's hope it last a few years.<br />Martha","['others', 'Great', 'well<br', 'last', 'the', 'amazing<br', ""let's"", 'would', 'really', 'like', 'to', 'time', 'pack', 'one', 'was', 'in', 'and', 'hope', 'few', 'recommend', 'price', 'Value', 'Quality', '/>Martha', 'a', 'Danby', '/>I', 'it', 'Delivers', 'caveat', 'years<br', 'got', 'product']",33,5/19/2015
US,44035942,RGDMD4BTMC6F0,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,A great Canadian product!,Just the right size. Not too big.....not too small.,"['bignot', 'Not', 'A', 'right', 'size', 'too', 'the', 'small', 'Just', 'Canadian', 'product', 'great']",12,5/19/2015
US,20967425,R3QIBYTTC1BM0J,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,1,Five Stars,Good paint to touch up the interior of a microwave,"['Stars', 'microwave', 'to', 'touch', 'paint', 'Good', 'interior', 'a', 'the', 'Five', 'of', 'up']",12,5/17/2015
US,31322171,R3KM1U52ML5ABN,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,1,Also the plate that rotates sticks and makes a horribly loud noise as if something is going to explode,Arrived in timely fashion and well package.  My complaints: It is noisy when it runs.  Also the plate that rotates sticks and makes a horribly loud noise as if something is going to explode.  I worry that this oven may not last long.  The door also requires a &#34;hard&#34; push on the mechanism to open the door.  l would not purchase this again.,"['timely', 'push', 'Also', 'The', 'door', 'Arrived', 'last', 'sticks', 'is', 'the', 'package', 'would', 'also', 'fashion', 'complaints:', 'oven', 'may', 'long', 'to', 'well', 'that', 'runs', 'again', 'noise', 'requires', 'if', 'explode', 'noisy', 'mechanism', 'in', 'and', 'as', 'My', '&#34;hard&#34;', 'going', 'open', 'l', 'It', 'something', 'loud', 'purchase', 'on', 'this', 'makes', 'horribly', 'a', 'I', 'worry', 'it', 'when', 'not', 'plate', 'rotates']",53,5/17/2015
US,15498011,R6ITZ4QZ7PPYN,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,0,0,N,1,Five Stars,Part was received on time and works perfectly.,"['Stars', 'was', 'works', 'and', 'Five', 'time', 'Part', 'received', 'perfectly', 'on']",10,5/17/2015
US,10594599,R1TZD1QDCSTKZ5,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,1,2,N,1,Does the job. Eventually.,"This thing is small and that's what we needed. But it is weak. I've used some really awful microwaves before, but this thing takes longer to heat my food than any of them. It eventually does the job though, and the price was right.","['used', 'right', 'job', 'But', 'does', 'we', 'needed', 'is', 'the', 'This', 'longer', 'Eventually', 'really', 'but', 'before', 'eventually', 'than', 'to', 'my', 'of', 'awful', 'some', 'any', ""I've"", 'was', 'and', 'what', ""that's"", 'It', 'though', 'Does', 'this', 'weak', 'price', 'small', 'it', 'food', 'takes', 'them', 'heat', 'thing', 'microwaves']",42,5/16/2015
US,28498059,R53D680LOUMGG,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,1,1,N,1.0,"great value, intuitive controls","big enough for me, easy to use controls, great price","['price', 'easy', 'controls', 'to', 'intuitive', 'me', 'for', 'enough', 'use', 'big', 'value', 'great']",12,5/16/2015
US,13448534,R2WGYPT425ZGI9,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,3,1,1,N,1.0,just ok,"I've had this item for about a month. It was purchased to replace an aging micro/convection that I've had for about 8 years. While I've not yet used all the various settings,  I have used the microwave function. More to that in a minute.<br />When I received this item, the box didn't show any damage, but the micro had a sizable dent in the exterior upper back part of one of the side panels. Returning the item seemed like a huge pain (one of the problems with ordering this type of merchandise from an on line source), so I called Amazon customer service and they gave me a credit for the damage.<br />On to the performance of the unit.... It does work well as a microwave, however it is louder than any microwave I've ever had in the past (including the micro/convection that I bought this one to replace.) Is this a problem associated with the dent in the housing? Perhaps.<br />Now, the reason I've only used the micro function? I just haven't had the time to dig thru the manual to figure out how to use the other functions. It really is not very intuitive when it comes to ease of use. Also, while I knew that it had a wheel for time adjustment, I didn't realize how much I'd gotten use to simply entering the time digitally. I know this sounds like a petty complaint, but one would think that as technology advances, we wouldn't be taking backward steps in product design. I'll add more as I have the time to decipher the instructions for more functions.","['used', 'Also', 'part', 'show', 'we', 'ordering', 'thru', 'replace', 'dent', 'with', 'damage', 'month', 'ever', 'from', 'of', '/>Now', 'time', 'have', 'function', 'use', 'Perhaps<br', 'any', 'while', 'settings', 'in', 'and', 'out', 'adjustment', 'add', 'merchandise', 'bought', 'line', 'complaint', 'upper', 'yet', 'credit', 'a', 'I', 'it', 'product', 'aging', 'think', 'More', '/>When', 'how', 'me', 'very', 'past', 'item', 'micro/convection', 'purchased', 'all', 'than', 'ok', 'figure', 'design', 'to', 'damage<br', 'panels', 'backward', ""I've"", 'one', 'Returning', 'was', 'type', 'source)', 'associated', 'Amazon', 'gave', 'louder', 'knew', 'side', 'Is', 'so', 'exterior', 'however', 'micro', 'years', 'about', 'customer', 'problems', 'service', 'had', '(including', 'called', 'does', 'work', 'for', '(one', 'simply', 'but', 'steps', ""haven't"", 'they', 'well', 'dig', 'more', 'entering', 'only', 'performance', 'as', 'much', 'pain', 'manual', ""I'll"", 'realize', 'other', 'an', 'huge', '/>On', 'sizable', 'decipher', 'when', 'digitally', 'reason', 'microwave', 'intuitive', 'is', 'the', 'would', 'received', 'gotten', 'minute<br', 'functions', 'like', 'really', 'petty', 'be', ""wouldn't"", 'sounds', 'that', 'comes', 'taking', 'While', 'replace)', 'know', 'problem', 'instructions', 'box', 'technology', 'seemed', 'ease', 'It', ""didn't"", '8', 'this', 'back', 'on', 'advances', 'unit', 'wheel', 'various', 'housing', 'just', 'not', ""I'd""]",156,5/15/2015
US,12958901,R3PO0FS6U9AYH7,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,0,0,N,1,Got it same day as ordered.  Awesome,We are back up and running.,"['back', 'Awesome', 'ordered', 'same', 'as', 'and', 'day', 'it', 'running', 'are', 'Got', 'up', 'We']",13,5/13/2015
US,10001977,R2HS70FXJIHJXV,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,5,2,2,N,2.0,very good i event toast bread in it,"Very , very good i event toast bread in it, thank you SAMSUMG and AMAZON TOOOOO","['TOOOOO', 'good', 'in', 'SAMSUMG', 'and', 'thank', 'Very', 'it', 'you', 'AMAZON', 'event', 'i', 'very', 'toast', 'bread']",15,5/11/2015
US,44418744,R3AYE2KD858HU2,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,1,could be a bit larger,it is a bit small. Also the sound it makes when it is done is ear piercing.,"['be', 'larger', 'Also', 'sound', 'makes', 'done', 'ear', 'a', 'piercing', 'is', 'the', 'small', 'it', 'bit', 'when', 'could']",16,5/11/2015
US,11465766,RK5MFV1Q3CD08,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,1,1,2,N,1,One Star,"Love the size, but didn't last a month!","['size', 'last', 'a', 'the', 'Star', 'Love', 'but', 'month', ""didn't"", 'One']",10,5/9/2015
US,50782118,RYAK6FMQP5OIZ,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,It works fine.,"['fine', 'Stars', 'works', 'Five', 'It']",5,5/8/2015
US,23210843,R37QDZDVNK1DDR,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,I have been very happy with the microwave,I have been very happy with the microwave. It fits the space I have perfectly and so far has been working well.,"['been', 'has', 'space', 'microwave', 'and', 'I', 'well', 'the', 'have', 'with', 'fits', 'far', 'It', 'very', 'perfectly', 'working', 'happy', 'so']",18,5/8/2015
US,3054229,R2DOL1YP03DBIP,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,1,2,N,1,i hate that opening the door moves the microwave towards you ...,i hate that opening the door moves the microwave towards you and out of its place. Thats my only complaint.,"['hate', 'door', 'microwave', 'the', 'you', 'i', 'moves', 'my', 'that', 'of', 'only', 'and', 'out', 'complaint', 'towards', 'opening', 'place', 'its', 'Thats']",19,5/8/2015
US,32536629,R30L5ZFH38L1TP,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,5,5,8,N,2.0,Just perfect in all ways,"Exactly what we hoped for in every way.<br />After needing to retire our well-loved Advantium, we opted to replace it with a more-basic microwave.<br />After rewiring from 220 (what the Advantium required) to regular ol' 110, we bought this GE microwave-combo<br />and had it installed. What separates this unit from other combination models? Well, for one...<br />We can use the timer AND the microwave at the same time; Something we kind of took for granted<br />in having had the Advantium for so many years.No other microwave seems to have this stupidly-basic<br />feature, something we learned the hard way by initially purchasing a top-rated Sanyo unit.<br />(And they questioned US when we kvetched about the timer/use of microwave conflict, insisting we were<br />asking for too much; Right...)<br />Back to this GE: Stainless steel interior is wickedly-easy to clean, the 'beep' tone isn't obnoxious, and the heating<br />element cooks evenly.<br />Just perfect in all ways; Can't say more about it.<br />Thanks!","['we', 'same', 'ways;', 'heating<br', 'learned', 'replace', 'with', 'needing', 'seems', '/>(And', 'much;', 'too', 'Sanyo', 'from', 'use', 'of', 'have', 'Just', ""Can't"", 'in', 'and', '(what', 'Stainless', '/>We', 'ways', 'top-rated', 'bought', 'kvetched', 'initially', 'purchasing', 'by', 'rewiring', 'a', 'it', 'What', 'installed', 'way', '/>asking', 'stupidly-basic<br', 'unit<br', 'all', 'combination', 'to', '/>in', 'GE', 'evenly<br', 'timer/use', ""'beep'"", 'hoped', 'Well', '/>and', 'so', 'something', 'steel', 'opted', 'every', ""ol'"", '/>Back', 'Advantium', 'about', 'conflict', 'regular', 'took', 'had', 'separates', 'way<br', 'perfect', '/>feature', 'granted<br', 'say', 'interior', 'for', 'time;', 'Something', 'models', 'kind', 'hard', 'one<br', 'they', 'yearsNo', 'microwave-combo<br', 'can', 'more', 'tone', 'microwave<br', 'Right)<br', 'other', '220', 'were<br', 'Exactly', 'having', 'our', 'questioned', '110', 'AND', 'retire', 'when', '/>After', 'it<br', 'microwave', 'is', 'the', 'clean', '/>Just', 'required)', 'more-basic', ""isn't"", 'insisting', 'timer', 'many', '/>element', 'cooks', 'US', '/>Thanks', 'obnoxious', 'what', 'this', 'unit', 'wickedly-easy', 'at', 'GE:', 'well-loved']",122,5/8/2015
US,21554911,RY5ICOYO22ZKI,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,1,Meh,"Too small and too heavy, but works as expected.","['Too', 'works', 'too', 'Meh', 'and', 'as', 'expected', 'small', 'heavy', 'but']",10,5/7/2015
US,24230490,RTWQDLKBEHP2G,B00G4CV606,309267414,jx7227sfss - deluxe built-in trim kit for 2.2 microwave ovens/ compatible with peb7226sf models/ stainless steel finish,Major Appliances,5,0,0,N,1,Five Stars,easy to install.looks great.,"['Stars', 'easy', 'installlooks', 'to', 'Five', 'great']",6,5/7/2015
US,50312719,R3J1816Y5MLS2I,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,1,N,-1.0,Five Stars,Good microwave.,"['Five', 'Stars', 'Good', 'microwave']",4,5/7/2015
