企业代号,企业名称,信誉评级,是否违约,进项价税合计,合作单位总数,有效合作单位数,作废价税合计,作废合作单位总数,进项作废/有效比%,有效/作废合作单位数比%,净利润,进项月份时长,进项平均每月金额,进项负数发票次数,进项负数发票次数占比,销项金额,销项合作单位总数,销项有效合作单位数,销项作废价税合计,销项作废合作单位总数,销项作废/有效比%,销项有效/作废合作单位数比%,销项月份时长,销项平均每月金额,销项负数发票次数,销项负数发票次数占比
E102,***大药房有限责任公司,D,是,3658317.0800000024,70,70,50566.76,10,1.3822410385487953,14.285714285714285,-3277764.9600000023,37,98873.43459459466,7,0.9859154929577465,380552.12000000005,100,100,50566.76,10,13.287735724609812,10.0,37,10285.192432432434,3,1.9867549668874174
E103,***科技有限公司,D,是,738265.61,65,65,31295.6,2,4.2390705426465685,3.076923076923077,964152.0299999994,31,23815.019677419354,0,0.0,1702417.6399999994,19,19,31295.6,2,1.8383033202123076,10.526315789473683,22,77382.61999999998,2,3.7037037037037033
E104,***管理咨询有限责任公司,C,否,280.0,1,1,0,0,0.0,0.0,262370.51,0,280.0,0,0.0,262650.51,10,10,0,0,0.0,0.0,14,18760.750714285714,1,5.263157894736842
E105,***建材经营部,C,否,8480.0,4,4,0,0,0.0,0.0,916339.3699999995,18,471.1111111111111,0,0.0,924819.3699999995,101,101,0,0,0.0,0.0,29,31890.32310344826,4,3.3057851239669422
E106,***财务管理有限公司,B,否,52461.1,19,19,9000.0,1,17.15556860225958,5.263157894736842,533587.7599999997,29,1809.003448275862,0,0.0,586048.8599999996,103,103,9000.0,1,1.5357081319124153,0.9708737864077669,32,18314.02687499999,4,2.898550724637681
E107,***科技有限公司,D,是,110910.0,7,7,0,0,0.0,0.0,675882.3899999999,28,3961.0714285714284,0,0.0,786792.3899999999,3,3,0,0,0.0,0.0,22,35763.29045454545,0,0.0
E108,***商贸有限公司,D,是,106222.94999999994,70,70,0,0,0.0,0.0,85248.16000000008,26,4085.4980769230747,4,1.834862385321101,191471.11000000002,19,19,0,0,0.0,0.0,15,12764.740666666668,1,3.0303030303030303
E109,***服饰有限公司,D,是,3371.0,7,7,0,0,0.0,0.0,439395.76999999996,20,168.55,0,0.0,442766.76999999996,17,17,0,0,0.0,0.0,24,18448.615416666664,0,0.0
E110,***通讯器材经营部,C,否,1040.0,1,1,0,0,0.0,0.0,195879.86000000002,24,43.333333333333336,0,0.0,196919.86000000002,34,34,0,0,0.0,0.0,26,7573.84076923077,0,0.0
E111,***科技有限公司,D,是,529274.0099999995,95,95,124022.61,11,23.432590238088604,11.578947368421053,193680.00000000023,30,17642.466999999986,4,1.5151515151515151,722954.0099999998,9,9,124022.61,11,17.15497919431971,122.22222222222223,29,24929.448620689647,28,13.725490196078432
E112,***机械设备有限公司,D,是,920245.8899999999,25,25,68408.0,3,7.433665365242763,12.0,16035.540000000037,28,32865.92464285714,2,1.9607843137254901,936281.4299999999,2,2,68408.0,3,7.306350185755581,150.0,20,46814.0715,1,6.25
E113,***美居科技有限公司,D,是,1357580.73,35,35,408.0,2,0.030053461351060868,5.714285714285714,-1074000.18,29,46813.128620689655,0,0.0,283580.55000000005,3,3,408.0,2,0.14387446529742604,66.66666666666666,19,14925.292105263161,0,0.0
E114,***食品有限责任公司,D,是,644317.0,20,20,56125.0,4,8.710774354859486,20.0,-424688.22,31,20784.41935483871,0,0.0,219628.78000000003,23,23,56125.0,4,25.55448334230149,17.391304347826086,36,6100.799444444445,1,1.5151515151515151
E115,***装饰工程有限公司,D,是,560.0,2,2,0,0,0.0,0.0,54973.98,14,40.0,0,0.0,55533.98,3,3,0,0,0.0,0.0,13,4271.844615384615,0,0.0
E116,***门窗有限公司,D,是,2806.25,8,8,0,0,0.0,0.0,228621.28999999998,19,147.69736842105263,0,0.0,231427.53999999998,25,25,0,0,0.0,0.0,26,8901.05923076923,0,0.0
E117,***人力资源管理咨询有限公司,D,是,7120.0,3,3,0,0,0.0,0.0,516231.31000000006,16,445.0,0,0.0,523351.31000000006,1,1,0,0,0.0,0.0,12,43612.60916666667,0,0.0
E118,***体育用品有限公司,D,是,67712.79000000001,9,9,101430.0,1,149.79444799128788,11.11111111111111,205031.99000000002,31,2184.283548387097,0,0.0,272744.78,117,116,101430.0,1,37.18861273898624,0.8547008547008548,34,8021.905294117648,1,0.7352941176470588
E119,***药房,D,是,249734.8299999999,17,17,62.5,1,0.025026545155915986,5.88235294117647,-214062.9699999999,31,8055.962258064513,1,0.3184713375796179,35671.85999999999,14,14,62.5,1,0.17520813324564521,7.142857142857142,25,1426.8743999999997,0,0.0
E120,***陈列广告有限公司,D,是,19446.340000000004,16,16,10750.0,1,55.28032524372194,6.25,171226.87000000002,20,972.3170000000002,0,0.0,190673.21000000002,6,6,10750.0,1,5.6379184050029885,16.666666666666664,25,7626.928400000001,0,0.0
E121,***药业连锁有限公司***药店,D,是,1251119.8800000001,11,11,0,0,0.0,0.0,-1149657.86,31,40358.70580645162,1,2.0,101462.01999999999,116,116,0,0,0.0,0.0,23,4411.392173913043,0,0.0
E122,***商贸有限责任公司,D,是,53746.259999999995,22,21,962.0,1,1.7898919850423083,4.545454545454546,5175.560000000012,31,1733.750322580645,1,2.127659574468085,58921.82000000001,69,64,962.0,1,1.6326719032100498,1.4492753623188406,33,1785.5096969696972,8,7.8431372549019605
E123,***创科技有限责任公司,D,是,840.0,2,2,0,0,0.0,0.0,199395.84999999995,24,35.0,0,0.0,200235.84999999995,5,5,0,0,0.0,0.0,33,6067.753030303029,0,0.0
