marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,review_headline,review_body,review_date
US,50314683,RZ8O9EG0K0JAO,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",Beauty,4,0,0,N,Great Quality,"Nice, sturdy good quality.  Haven't used it yet but plugged it in and waited a while for it to get hot but had to turn it off before it actually produced real heat.",6/23/2015
US,17006430,R1QA75L2QQTCDP,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,Beauty,5,0,0,N,This one is really good. It provides a good flow of air and ...,I got this hair dryer to replace a dryer I had for several years.  This one is really good.  It provides a good flow of air and has 3 different heat settings and speed settings. I would recommend it.,6/23/2015
US,21816345,R3JM3H7G1EJ6W0,B00O0WRO08,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,3,0,0,N,I thought I was buying the same dryer as my ...,I thought I was buying the same dryer as my old one.  This one takes much longer to dry my hair and the cord is not as long.,6/23/2015
US,2411867,R2EIHQYU3M0HAV,B001UHN0OA,396337866,extracompact twinturbo 3500 2000 watt compact professional hair dryer,Beauty,1,0,2,N,NOT PROFESSIONAL AS I EXPECTED. HAD TO RETURN IT.,It wasn't as I expected.<br />I HAD TO RETURN IT.,6/23/2015
US,31851348,R1Z8Z8BQLJJ605,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,Beauty,5,1,1,N,Five Stars,perfect,6/23/2015
US,11455170,R21HHNKFNEIAOV,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,5,0,0,N,Great price.,Great price.,6/23/2015
US,37811944,R3O77S5TGL2C2S,B009ZPMPGI,711329162,conair 1875 watt ionic conditioning cord-keeper folding handle hair dryer,Beauty,5,1,1,N,and we had good luck with Conair in the past,"My wife and I needed a new hair dryer, and we had good luck with Conair in the past, so I thought I would try this new model which was just introduced.  Works really great, and much much quieter than the old one, too.  Absolutely would recommend it!  5 Stars.",6/23/2015
US,48787887,R2G0U3TAQYL9W5,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,Beauty,1,1,2,N,Sending it back. Blows too hard on high. ...,Sending it back.  Blows too hard on high....needs another speed besides low.,6/23/2015
US,32228422,R3JKDB5DZ17R5I,B00O0WRO08,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,5,0,0,N,Five Stars,Best blow dryer I have ever owned! Loved the solid feel and design!,6/23/2015
US,49974329,R1XVM4K3IEVAC6,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Beauty,5,0,0,N,Five Stars,wow,6/22/2015
US,46640389,R65CD1WB939X2,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,Beauty,5,0,0,N,Heads UP,Bought a new hair dryer a few years ago and it stopped working. Wow they just don't make them like they used to.<br />Previous hair dryer lasted 10+ years.  But this one is wonderful. Noise level is pleasant. Lightweight for this 110 pound girl.<br />Love the heat options. Does a wonderful job. I hope it lasts.,6/22/2015
US,22601927,RP7HAZGYN5AVR,B0099RKYEM,945323010,babyliss pro hair dryer ceramix xtreme pink edition - babbpk2000,Beauty,5,0,0,N,Five Stars,Great dryer,6/22/2015
US,10888624,RPH513EUIQT7,B000IG83VE,977457747,"babyliss pro babfrv2 volare ferrari designed professional luxury mid sized hair dryer, red, 2000 watts",Beauty,5,1,1,N,Wife thinks this thing is the best dryer she's ever had,Wife thinks this thing is the best dryer she's ever had!  Claims it drys her hair quickly without leaving all the static. I wouldn't know since I'm bald but I'm glad I bought it for her.,6/22/2015
US,298658,R25RDIV1L9OB7B,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,5,0,0,N,A great Mothers Day,My wife loves it. A great Mothers Day present,6/22/2015
US,49782251,R3GW9W5F258IE5,B008OEZ0N6,153523919,"pro beauty tools pbdr5886 professional travel hair dryer, white and black",Beauty,5,0,0,N,great travel hair dryer,perfect for air travel as is compact and fits in my cloth bag-love that it has the diffuser.,6/22/2015
US,53025794,RPKIKON9M7VLQ,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,2,0,0,N,Two Stars,"I've had this hairdryer for 7 months, and today it died.",6/22/2015
US,15314071,RT764ZRPAHI7R,B00070E8IS,531479992,elchim professional 2001 classic hair dryer (colors may vary),Beauty,5,0,0,N,Five Stars,Great dryer works fast and has a long cord so you can move around.,6/22/2015
US,41862391,R5815VUBQ3HHQ,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",Beauty,5,0,0,N,Five Stars,This dryer is just what I wanted.,6/22/2015
US,9177063,R2GYIH1BECCNIZ,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,Beauty,2,0,0,N,Two Stars,The cord is so short I have to stand at the plug,6/22/2015
US,50204698,R2XYSJAV3R4OR5,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,5,0,0,N,would buy again,works great - the 2 nozzles come on and off fine - much lighter than my previous dryer.,6/21/2015
US,13238675,R23M0HMLZ0ADL6,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,3,0,0,N,Three Stars,Good dryer but the buttons aren't easy to move.,6/21/2015
US,39330973,R13U9NXD8J2E62,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,5,0,0,N,Excellent dryer for the price,"I've never had it in me to buy an expensive blow dryer, so I'm no expert on dryers. But I'm very satisfied with this one. Very powerful and  you can't beat the price",6/21/2015
US,1354490,R2Q6BXBXTUE3SM,B00FZQ0H0C,218800429,turbo power megaturbo 3000 professional hair dryer,Beauty,4,0,1,N,Four Stars,I love it,6/21/2015
US,45591411,R321QXLBJD9QZ2,B00092M2X2,221722169,hot tools ionic anti-static professional dryer - model # 1035 - black/purple hair dryer for unisex,Beauty,4,0,0,N,"Okay for the money, but doesn't last.","Good, but ony lasted a year.  Didn't re-purchase, going back to Remington.",6/21/2015
US,36686378,R2M501UK7M49QB,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,3,0,0,N,Three Stars,Longer than I thought it was from the picture.  Actual dimensions are needed.,6/21/2015
US,2146083,R1NWKLHXSQ0M4F,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Beauty,5,0,0,N,Five Stars,Worka well,6/21/2015
US,45649264,R31PUQCSTJ0AE0,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,2,0,0,N,Too hot,While the weight is decent. it's not designed well from a hand-use perspective. Also - no cool setting.  Hot air on low and high,6/21/2015
US,20976151,R2LPXZ7PVB2XE2,B00O0WRO08,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,4,0,0,N,Great product! The retractable cord is really nice,Great product! The retractable cord is really nice. The air does not add static to the hair. I wish it came in other color options.,6/21/2015
US,49494395,RZZFIPT71NY0A,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,Beauty,5,1,1,N,Great little dryer!,"I have long, fine, and straight hair and this has turned out to be my go-to dryer. It gets hot enough but not too hot. It is perfect for styling. Very happy with it.",6/21/2015
US,11318655,R2VZAQ1F2SXA50,B001UHMWBM,197856712,andis 1600w quiet hangup hair dryer with night light,Beauty,4,0,0,N,Four Stars,loved it. broke after a year,6/21/2015
US,47239786,R1GN226TWGRSL5,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,5,0,0,N,Five Stars,excellent great buy,6/21/2015
US,2142821,R2PO5RGEN6GQFJ,B003VZNCQK,496940864,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, matte black",Beauty,4,1,1,N,Nice blow dryer so far had about a month blows ...,Nice blow dryer so far had about a month blows very strong and gets pretty hot I have long very frizzy hair and blows it straight with a round brush pretty quickly.<br />It's pretty heavy but I don't mind the weight. 4 stars due to nozzle falls off if you don't push it in tight ever time you use it but other than that no complaints.,6/20/2015
US,10531672,R2A8TV8OHN84IQ,B000FS1W4U,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Beauty,5,0,0,N,Love it,"I love it! It's not as strong as I expected, but my hair dries super fast.",6/20/2015
US,8913621,R39P3WSQGU2929,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),Beauty,5,0,0,N,Best Hair Dryer I've Owned,This is by far the best blow dryer I have ever owned.  I have longer thick hair and this dryer cuts my hair styling time in half. Light weight and easy to use. The only thing I would change is maybe the location of the switches. I find myself hitting the switches to easily when styling my hair.,6/20/2015
US,22457194,R2RO1EBBU52MCE,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,Beauty,5,0,0,N,excellent,excellent,6/20/2015
US,31554851,R3Z93UL0Z4QZV,B0015YFTTC,983445543,oster professional wall hair dryer 76932-710,Beauty,5,0,0,N,Five Stars,Great hair dryer and so easy to install.,6/20/2015
US,17510441,R2J963GRUDJMM5,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,5,0,0,N,Five Stars,Good power and nicely styled.,6/20/2015
US,19884768,RNC8YWLUK3R8V,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",Beauty,4,0,0,N,Excellent product,Exactly what I wanted. Excellent dryer.,6/20/2015
US,17215372,R1EZXUU460YP3E,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,1,1,1,N,One Star,brush too soft. gave it away.,6/20/2015
US,45982628,R2BIB6QM5DNGTG,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,4,1,1,N,cant beat it for the price.,"not 100% as powerful as my old hair dryer, but its so compact and gets the job done.  My hair feels a lot softer and not burnt, so the lower heat seems to be fine.  Ive only had it a month, so I cant say how long the cord retract works.  For $20, if it lasts a year its better than the competition.  I was looking at other hair dryers, and 10$ more, 20$ more-- didnt seem to be much of a difference.  Not until you go to $100+, and when your comparing a 100$ hair dryer to a 20$ one, the 20$ one is the hairdryer to go with.  Update: retractable cord doesn't always fully retract. Still works fine. I would have liked an easier to clean one but this works. I use my shop vac to demolish the lint in the rear fan. For the price it's still a good bargain.",6/20/2015
US,14374328,RM09UX7LS5PH4,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,0,0,N,"IT'S THE PERFECT SIZE, LOVE","POWERFUL AND NOT EXPENSIVE, IT'S THE PERFECT SIZE,LOVE IT",6/19/2015
US,25885377,R36LSK8W4UY9V2,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,5,0,0,N,Five Stars,wife likes it,6/19/2015
US,37352394,R1C0FK0969SU1V,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,3,4,N,Improved My Hair Style,"If I had only known what a difference a hair dryer can make for your hair. I admit that I love to buy beauty products, but especially hair products. My hair is colored/highlighted, fairly straight, but not thin. Lately I keep buying products to take the dry frizz that seems to appear on the ends of my hair. Little did I know that using the Conair Tourmaline Hair Dryer would solve that problem immediately. The dryer has settings for the usual hot/cold/warm settings and high/medium/low...but it's nice to have the controls slide on either side of the device. It's a powerful 1875 watts that dries my hair faster with ions and gives it body plus takes away the dry ends almost 100%. My co-workers noticed my hair looking better too. Ironically, I don't always use a blow dryer because I want healthy hair, but this dryer seems to make my hair look better. For the price and function, I recommended this dryer.",6/19/2015
US,45121160,RZX2NCJ8I2QLU,B00JXQ06X8,619941271,bed head curls in check 1875 watt diffuser hair dryer,Beauty,2,0,0,N,Two Stars,Disappointed - thought it would work on my hair...but made my curly hair straight...with the diffuser!,6/19/2015
US,49878209,RF54WDEVH5FT8,B0009XH6WI,197856712,andis 1600w quiet hangup hair dryer with night light,Beauty,5,0,0,N,Five Stars,"The wife loves it!...the night light is bright, but not harsh!",6/19/2015
US,38620153,R3MSBPZC6BEFUO,B001UE7D2S,486589264,andis pro style soft grip 1600 watt hair dryer,Beauty,5,0,0,N,... hotel that my husband and I stayed at and loved so much that when we got home I went ...,"First discovered this brand of hairdryer at a hotel that my husband and I stayed at and loved so much that when we got home I went online to find one.  It is made very well, a little more expensive than what you would pay for one from walmart but that was okay with me.  I haven't always had good luck in the past with hairdryers but I think I'll have this Andis for a long time.",6/19/2015
US,31147193,RX8DD0BPI78ZM,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,4,0,0,N,Wonderful hairdryer,Ive had this blow dryer for a little while now maybe a month... great temp and powerful but it whistles and rattles as if something is loose inside...,6/19/2015
US,24786074,R3C1Y37C19UJHJ,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,0,0,N,Good,Works really well. My hair is short but it did what I wanted it to do.  Good investment.,6/19/2015
US,27245613,R3LF88VZPR2HP,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,0,0,N,Five Stars,Perfect. Just as described.,6/19/2015
US,44105943,R2KJIUKCEFY3RK,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,4,0,0,N,Great little hair dryer,I bought this dryer for travel and it is perfect.  Plenty of power and folds up<br />For easy packing.,6/19/2015
US,16072970,R2M0YF2IC2GW3P,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,0,0,N,Great hair dryer!,This hair drying is great for travel. Perfect size!,6/19/2015
US,5038473,RACJVG5B2RH7W,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,Beauty,1,0,0,N,Amazing at first,"Amazing at first. It gave me natural flawless curls but after a month of using it, it stopped working. I had to re-place it.",6/19/2015
US,8914868,R15Y7UUTR4K3S3,B0009PL4D8,959834931,turbo power twinturbo 2800 coldmatic hair dryer 314,Beauty,4,0,0,N,Four Stars,Good quality and value I love it,6/19/2015
US,24050086,ROWVUVOHQ5ITG,B00070E8IS,531479992,elchim professional 2001 classic hair dryer (colors may vary),Beauty,2,0,0,N,"Loved it, worked great","Bought this in 2013.  Loved it, worked great.  All of a sudden stopped working.  Contacted seller and they said because it was 2 years ago, they wouldn't replace it.  Not sure I would spend the money again, considering it broke after 2 years.",6/19/2015
US,43566246,R3PUEDTC8H0U6R,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",Beauty,5,0,0,N,Five Stars,Excellent 100%,6/19/2015
US,8749228,R17RWURJ1EC1M8,B00065AFFE,121009604,conair 1875 watt ergonomic handle hair dryer,Beauty,5,0,0,N,Five Stars,Hair dryer works perfectly HIGHLY RECCOMEND,6/18/2015
US,16810961,R1ZPBF9WVGVRIO,B00092M2XW,196041133,hot tools professional 1600 watt super quiet turbo lightweight hair dryer,Beauty,1,0,0,N,Comb attachment falling apart.,"I purchased this product March 27. It is June 15. The comb attachment started losing teeth after the 3 use. The attachment now has a crack in it. Very upset. The whole reason I purchased this dryer was because of the comb attachment. I am going to try to contact the seller to see if they will replace it. It's too late to return. Also, it's actually melting.",6/18/2015
US,23435543,R317WWPQTW808G,B00009YJSJ,109106777,conair wallmount 1600 watt hair dryer with led night light; white,Beauty,5,0,0,N,Great !,"Great Dryer, easy to put on wall. Very Happy with it. Nice nite lite.",6/18/2015
US,16818295,RFH2KVRONHNM3,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,Beauty,5,1,1,N,Five Stars,Love this dryer.  I specifically chose it because it is not as loud as others.,6/18/2015
US,42689268,R1UDS5HMC4VHBC,B00092M38G,981727854,andis 80345 styler hair dryer,Beauty,1,0,1,N,Disappointed...,I only got to use it 1.5 times when I was in the middle of using it the second time when it sparked and burned out.... I would like a refund but don't know how to go about it. I used to have one that lasted for 10 years befo re ti burned out,6/18/2015
US,45196946,R35QL2ZACGT6DC,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,Beauty,1,11,11,N,I am very disappointed.,"I purchased this item less than 3 months ago. After using the product for about 4 weeks, I noticed that the handle got incredibly hot...too hot for me to hold without it burning my hand. Today, less than 12 weeks after purchasing, the hair dryer started smoking and completely shut down. Needless to say, I am very disappointed.",6/18/2015
US,13598555,R3N07UY1HEO1OA,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,5,0,0,N,Size doesn't always matter,Lots of power in this little guy - handle folds if storage is a problem in a drawer or a suitcase.,6/18/2015
US,46869078,R2ZS46INB6X0R0,B0089TDTWK,187812876,conair 1875-watt ionic conditioning pro style hair dryer,Beauty,3,0,0,N,Just okay.... doesnt seem to have ...,"Just okay....doesnt seem to have a strong blowing power, and the on/off switch is located on the handle right where you hold it which makes it turn off when you are using it. The filter door keeps popping open too....I kept it, but not all that thrilled with it.",6/18/2015
US,11099007,R370577B50O5DY,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Beauty,3,0,0,N,Three Stars,Not very powerful and took me longer than usual to dry my hair.,6/18/2015
US,43399602,R1BVS2M7G9VKG8,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Beauty,4,0,0,N,Four Stars,Delivered on time...as described,6/18/2015
US,48456752,R2P71ZK63C2RAJ,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,Beauty,5,1,1,N,This is perfect for travel,"This is perfect for travel.  It is the smallest dryer I have seen, but it's power is not diminished.",6/18/2015
US,20744583,R1IBSUDVE47WXY,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,1,1,N,Great hair dryer.,This hair dryer was all it was advertised to be.  It is very easy to use and light weight.,6/18/2015
US,9332640,R2S5BVCTE0R770,B00070E8IS,531479992,elchim professional 2001 classic hair dryer (colors may vary),Beauty,1,0,0,N,JUNK!,"The Elchim dryer is the worst hair dryer I have ever owned.  It is loud, controls are not easy to use, heavy and  no filters.  My current dryer is 10 years old and IS a professional model, much nicer.  I gave this one to our Abused Women's Center.  In asking beauty salons about it I did not find one hair stylist that was familiar with the name or had used it.  DON'T WASTE your money on this one, it is a piece of junk.",6/17/2015
US,21688389,R2G0K9ZW9HTR9A,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,5,0,0,N,This is a great hair dryer,Worth the money and good quality no issues,6/17/2015
US,51335369,R2UB9DENTFO9SD,B004INUY06,303775294,"conair infiniti pro 1875 watt salon performance ac motor styling hair dryer with twist folding handle, blue",Beauty,5,0,0,N,Five Stars,Great product,6/17/2015
US,12964295,R242RFMZWSFEGB,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,0,0,N,Five Stars,Favorite hairdryer!,6/17/2015
US,41408334,RHSCFKQAEDAGW,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,3,0,0,N,"Awkward grip on handle, it kinda bugs my finger ...","Awkward grip on handle, it kinda bugs my finger holding it. Doesn't dry my hair as fast as other blow dryers I've had.",6/17/2015
US,42360896,R2E7T8EV0IM568,B000R858R0,664218299,conair the power of pink ionic hair dryer,Beauty,5,0,0,N,Five Stars,The perfect pink dryer!! I love it! Thank you!,6/17/2015
US,33424131,R1Z84OEHTMQUU9,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,3,4,N,Awesome for Fine Hair,"I bought this hair dryer after having it in my hotel room in Disney! I was using it and was really impressed with the speed at which is dried, the fullness of my hair and also the weight of the machine. Love the retractable cord. My hair is very fine and fly-away, especially in the humid weather. My style held even in the Florida heat. So, I came home and ordered one. Love it!",6/17/2015
US,19422845,R3UH2JQW0W7FKQ,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,Beauty,1,0,1,N,The blow dryer is very light and had good power but failed completely in less than 2 months,This is a replacement of the same blow dryer that I had purchased based on a recommendation from a magazine. The blow dryer is very light and had good power but failed completely in less than 2 months. I have had the replacement for 3 wks now and there are times the motor slows and I think it too is going to stop completely.,6/17/2015
US,14001213,RTAW3YY6DGWKQ,B0018BXH1Y,252448367,elevate by andis 30865 professional tourmaline ionic ceramic 1600 watts hair dryer,Beauty,5,0,0,N,"Great dryer works good, lots of power.",Love this dryer.  I have been looking for this old-style dryer like my aunt used when she was a stylist.  Always loved it great to find one works wonderfully.,6/17/2015
US,51598483,R2KEAMMPJRZ413,B003TQPRGY,814216548,revlon 1875w compact travel hair dryer,Beauty,5,0,0,N,Five Stars,good,6/17/2015
US,14564479,R10K1MRNHYVYWB,B00070E8IS,531479992,elchim professional 2001 classic hair dryer (colors may vary),Beauty,5,0,0,N,Best Hair Dryer!!,This hair dryer is fantastic!!  I can dry my hair in half the time it used to take me with my old dryer.  I have very thick long hair and it's so annoying to have to dry it but when I do this is the best one I've ever used.,6/16/2015
US,36675637,R3BS42LIOCWBKO,B00P88VPKS,290876515,xtava rimini 1800w professional ionic ceramic hair dryer - reduce drying time and frizz with advanced ionic technology - bring the salon blowout to your home - 2 speeds and 3 heat settings - lightweight and ergonomic (blue),Beauty,5,0,0,N,Everything seems to dry faster with this product.,Work so well we bought two!,6/16/2015
US,45543623,R3AIU2DNNSH8OA,B003TQPRGY,814216548,revlon 1875w compact travel hair dryer,Beauty,1,0,0,N,One Star,Died within 3 months of use every other day.,6/16/2015
US,33490813,R24YISNTBPXE2P,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Beauty,5,0,0,N,Five Stars,great quality,6/16/2015
US,52484993,RMY0DM7ZH7KXR,B0012DL8B4,897437023,conair vagabond folding handle 1875 watt compact hair dryer 1 ea,Beauty,5,0,0,N,Very satisfied,Works well. Folds easily. Very handy for travel. Had another one for many years and it very stopped working. (Was stolen from our van during a cross country trip.),6/16/2015
US,48484712,R1VIF5E70HSPRS,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,0,0,N,AWESOME !,Would absolutely buy it again! The highest speed is great! Even though I have short hair I'm sure anyone with long hair would find this dryer quick!,6/16/2015
US,12706621,R14HORE54UUV9H,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,5,1,1,N,Perfect for the price,"A solid hairdryer.  Not high-end, but perfect for the price.",6/16/2015
US,43397291,R1CWGXUA82P6NH,B0050PNHBY,902572429,"rusk ctc7500 ceramic titanium ionic hair dryer, 2000 watt",Beauty,4,0,0,N,5 years in the salon i like the dryer,"I have used this for 1.5 years in the salon i like the dryer, actually gets too hot so i rarely use it on high heat, the cold button is placed in a good spot, dryer tends to be a little heavy when using all the time. but it hasn't given me any trouble, over all it was a good buy.",6/16/2015
US,9512600,R57M8NG8VJPQA,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Beauty,5,0,0,N,Great,I really like the hair dryer. The cool switch is great. In other hair dryer I had to hold down the cold button. Does its Job.,6/16/2015
US,13504681,R256Y0UGSUMT3L,B0009XH6WI,197856712,andis 1600w quiet hangup hair dryer with night light,Beauty,5,0,0,N,Five Stars,Excellent,6/16/2015
US,27020232,R29WHG1K88GEVN,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,2,1,1,N,BIG,NOT travel size. Works well but heavy and large.,6/16/2015
US,41273782,R24WM8H7LCT40J,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,1,1,N,I love this hair dryer,"I love this hair dryer. It dries my hair quickly, and my hair dries very smooth and soft. I had an issue with the cord of mine not staying locked, but I was able to easily exchange it for the same hair dryer which did not have the locking problem. Must have been a fluke, but it was very easy to return!",6/16/2015
US,3394680,R1UJEC97Q5YU9B,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Beauty,3,0,0,N,Functional,"Still works great but all the graphics came off within a week. If you have any product on your hands, expect the same results.",6/16/2015
US,51085515,R2GJLA9PFOJX3W,B00092M2VO,238410319,andis 1875 watt professional ceramic ionic hair dryer,Beauty,5,0,0,N,Good hairdryer for the price.,Good hairdryer for the price. Some hair dryers really make my color treated hair look dry and frizzy. This one works well with my hair type to keep it looking smoother than the average dryer.,6/15/2015
US,13450826,RF77XDMTRPPL2,B000IF3D38,108191918,conair thermal shine 1875 watt hair dryer 1 ea,Beauty,5,0,0,N,Love it,"Nice blow dryer.  Comes with a comb too, which is what i needed.  I love it.",6/15/2015
US,44070340,R27UWXGARAZCVC,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,Beauty,5,0,0,N,Five Stars,Perfect dryer for travel or home use.  Powerful and lightweight.,6/15/2015
US,52972459,RIHJBIXG7Y4VL,B00440ZZKW,734632472,t3 featherweight journey travel hair dryer,Beauty,3,0,0,N,Not really a travel dryer unless you travel big.,Not really a travel dryer unless you travel &#34;big&#34;.,6/15/2015
US,43606950,R21UIE98SSSP1L,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,Beauty,5,0,0,N,The best hair dryer I have used in 15 years,The best hair dryer I have used in 15 years. My hair is thick and unruly. Humidity makes it impossible to do anything but this hair dryer has helped tremendously.,6/15/2015
US,30525284,R3VNIESZ0YI34T,B00JXQ06X8,619941271,bed head curls in check 1875 watt diffuser hair dryer,Beauty,3,0,0,N,Okay but not curly enough,Tended to make my hair frizz instead of curl,6/15/2015
US,27556250,R398G2D3VYNNUK,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,5,0,0,N,Five Stars,"works as expected, compact, just what i needed to take to the pool with me",6/15/2015
US,29268556,R2ETXRNH16PYLH,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1,0,0,N,Broke,Bought this about a year ago and recently it starting having green sparks inside of it and today it stopped blowing warm air. Very disappointed in the quality. Would not but it again.,6/15/2015
US,626424,RDLY4B5QFUVU3,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,5,0,0,N,Five Stars,"Really good quality, l liked it so much l bought 4,",6/15/2015
US,19198454,R2KQUPQS8L7A7R,B0009XH6W8,568981338,andis hangup 1600w hair dryer with cord hanger,Beauty,5,1,1,N,Five Stars,Works great! Hook for cord is a nice plus,6/15/2015
US,47798179,R35YQD8EBM9JVG,B0057HQ6C2,582752797,"pibbs ttec8012 twin turbo 3800 professional ionic and ceramic hair dryer, black, 2100 watt",Beauty,5,0,0,N,Five Stars,Love it!,6/15/2015
US,20222657,R1DZZ0YZP0QSOO,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,Beauty,5,1,1,N,"Solid construction, and powerful","We were looking for a good quality, simple hair drier. This one seemed to fit the bill.<br />It works well, dries hair quickly, and seems to help tame the &#34;Frizzies.&#34; We have been using it for quite a while now, and have had absolutely no issues with it.",6/15/2015
US,36676418,R3HI72B832XFNQ,B000LQB5YS,194533684,t3 bespoke labs 83888-se special edition evolution professional ionic ceramic tourmaline hair dryer,Beauty,5,0,0,N,Five Stars,thanks,6/15/2015
US,18340720,R30QJCQHK2BAG2,B00JH2C3DE,768062995,panasonic eh-na65-k hair dryer,Beauty,5,0,0,N,We Would Like Panasonic Extended Warranty,"My Wife Really Likes This Dryer, We Would Like Panasonic Extended Warranty!",6/15/2015
US,49815804,R3961TYML0OGNE,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Beauty,5,0,0,N,Five Stars,excellent!,6/14/2015
US,2357978,R1TMJAO8LN0EEP,B0099RKYEM,945323010,babyliss pro hair dryer ceramix xtreme pink edition - babbpk2000,Beauty,5,0,0,N,Five Stars,Best blowdryer I have ever owned. Well worth the money!,6/14/2015
