GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude
{3D97022E-5F57-43BE-909B-A85326FB8E52},2011-8-20 0:00,I was stopped in my car as I waited for the road to clear so I could head home. I looked left to double check it was safe to go. I saw a large insect that was reddish orange. I didn’t get a really close look because I was in my car and it darted away q,Unverified, ,2020-5-9 0:00,48.832425,-122.592998
{A4B76680-7ED0-472F-8B9A-E83F3045D2AF},2020-5-9 0:00,"Trapped it between the glass and screen of the door, but it found a crack before I could take a photo after felt like I had positively identified it.",Unverified, ,2020-5-9 0:00,48.187914,-122.127003
{D74B6DE0-E61B-4C3B-80A7-B7E5877B9FD3},2020-5-9 0:00,We found this hornet dead on our deck...I believe our dog got it...not sure if it is a Murder hornet or not,Unverified, ,2020-5-9 0:00,47.890858,-122.15857
{43FD9753-0FDF-4E96-9103-AFF69F09C571},2020-5-9 0:00,"Updating my report from earlier today. We just saw the insect again, and snapped a picture this time. Fairly certain it is actually an Elm Sawfly.",Unverified,"Ok, thank you for the follow up.",2020-5-9 0:00,47.256559,-122.47259
{B36BD03C-B8C5-409F-85CC-34EAED9845ED},12/30/1899,caught this several times on my drive way camera. It was buzzing around for an hour or so not very clear but looks like some kinda big bee,Unverified, ,2020-5-9 0:00,48.92032,-122.628865
{0D8A737F-7F89-493B-8F0A-15D461DE4C9A},2020-5-9 0:00,"On May 8, 202o I observed an Asian Giant hornet fly around my back yard and land on my fence. Initially, I presumed it to be a regular bee, however it's unusually large size caught my attention. Upon further inspection I noted the large black and yellow",Unverified, ,2020-5-9 0:00,47.70249,-122.626208
{C3E58D2F-36A5-42D9-8A59-D07BA088AF1B},2020-5-9 0:00,"I didn’t take a picture because I ran away, but I am 99% sure that the pictures I’ve seen of the Asian giant hornets (and nothing else) match up with what I saw.",Unverified, ,2020-5-9 0:00,47.48279,-120.327216
{30E27ED6-8553-4B6F-B8A4-D512ECDE1CD0},2020-5-4 0:00,I was sitting down eating some fruit when I heard a loud buzzing noise. I turned near the sound and there was one. It wasn't as long as some of the pictures but certainly was one.  It took off and haven't seen any more.,Unverified, ,2020-5-9 0:00,48.957224,-122.652311
{C20E4839-6390-4CF8-B9F4-3FF53CE1EAA6},2020-5-9 0:00,Saw this outside my house and wanted to report because it looks like the Asian hornet.,Unverified, ,2020-5-9 0:00,48.960562,-122.443451
{F6C96A97-2E34-454F-8F7E-866168411D4A},2020-5-9 0:00,Flying around porch light at night.,Unverified, ,2020-5-9 0:00,47.016371,-122.785338
{76B3865A-16DD-49C1-9678-B913A5F439F2},2020-4-22 0:00,I saw one in my front yard and again the following day in my backyard. I tried to capture/kill it but failed. I haven't seen one since.,Unverified, ,2020-5-9 0:00,48.708123,-122.504587
{EEB52643-EC6E-4C95-A992-00B8A61D5DB7},2020-5-9 0:00,"It continues to return to our kitchen window. Huge, at least an inch long. Haven’t seen the backside but protruding mandible looks like Asian hornet.",Unverified, ,2020-5-9 0:00,47.108943,-122.936944
{9176BE06-376F-4871-AA10-F128CCEEA9F0},2020-5-9 0:00,Began seeing these yesterday. Unsure if they were this kind. But they are BIG and orange. Near house/ wooded areas,Unverified, ,2020-5-9 0:00,48.98383,-123.063558
{9185418C-2E70-44B1-ACBB-23C7E1660EE7},2020-5-9 0:00,"Found on my lawn.  Never seen before.  close to 2"".  However the face doesn't seem to match the pics I've seen.  I have the speciman preserved in Alcohol.",Unverified, ,2020-5-9 0:00,47.771676,-122.578243
{C61FBDEB-3C84-4F7C-8CCF-29D4DEED3E01},2020-5-8 0:00,"I was leaving a friends house and my drivers side window was open. I stopped at stop sign and noticed a large insect buzzing against my windshield. It was very large >1"" hornet with distinctive yellow collared face of Asian Hornet. I quickly rolled up my",Unverified, ,2020-5-9 0:00,48.780432,-122.426519
{96A15FDA-01F1-4394-8569-B725D331FF46},2020-5-9 0:00,There appears to be an asian hornet in our house.,Unverified, ,2020-5-9 0:00,47.588348,-122.24509
{05AD5D8D-B2C6-4462-81B5-906BF3E3E00D},2020-5-9 0:00,"Kinda yellow, so think it may be a bald-faced hornet, but wanted to be sure.",Unverified, ,2020-5-9 0:00,47.582244,-122.383548
{A2BAA525-8B37-4B26-AF7B-649C1CD85569},2020-5-9 0:00,We saw what we think was the asian giant hornet on a tree by a dock at lake sawyer in black diamond. I have more pictures but it was hard to safely get a good quality picture from different angles.,Unverified, ,2020-5-9 0:00,47.328075,-122.039486
{402CDD28-75BB-4531-A7F8-F4D5ACCC736B},2020-5-9 0:00,The hornet was found in our daughters’ play area- a ravine. He was hovering on the ground. My daughter was suspicious that the pest had a wing injury because it was not flying- the children almost stepped on it when the realized its presence. My husban,Unverified, ,2020-5-9 0:00,47.420014,-122.438596
{5B87BBF7-6A08-4DE1-83D3-D461BF5CA2C5},2020-5-8 0:00,Large yellow and orange bees. One chased me in the backyard.,Unverified, ,2020-5-9 0:00,47.563887,-122.01221
{0CCAA991-C1F4-4E21-93B0-B421B931210F},2020-5-8 0:00,Large orange bee/hornet in backyard.  One chased me out of the yard.,Unverified, ,2020-5-9 0:00,47.563671,-122.012172
{E4F73227-E1F9-4D6D-9E3E-7BE636EC426D},2020-5-8 0:00,Orange aggressive bee/hornet,Unverified, ,2020-5-9 0:00,47.563887,-122.01221
{51822521-561C-4ADD-A419-186195205DCD},2020-5-9 0:00,Flew in open patio door. Poor camera on phone unable to take picture. Left screen door open went to get wasp/hornet spray. When I came back have not seen; could have flown out open deck door.,Unverified, ,2020-5-9 0:00,47.445472,-122.287881
{8F665D24-255E-49F2-B0FB-51D25799BD38},2020-5-9 0:00, ,Unverified, ,2020-5-9 0:00,47.854597,-121.926726
{B44841EC-7D3A-4891-AAFF-9F5E2A895B89},2020-5-4 0:00,Saw Asian hornet struggling in a container of water. I rescued it not realizing it was an Asian Hornet.,Unverified, ,2020-5-9 0:00,47.521699,-122.283431
{0961886F-A56F-48FE-BCD3-8F87F30C1CE6},2020-5-9 0:00, ,Unverified, ,2020-5-9 0:00,47.628382,-122.088476
{D6235473-DE0A-446B-8D3D-600EF20BE861},2020-5-8 0:00,On the path,Unverified, ,2020-5-9 0:00,47.798052,-121.559044
{44E31EA2-8F3A-4D21-A0F8-6E9E803FA8D2},2020-5-9 0:00,One Asian Giant Hornet entered through an open window on the NW side of the house on the 2nd floor. The hornet was stuck between the blinds and the window. It was much more aggressive than the nice Paper Wasps that hang out in our yard (but the Asian Gia,Unverified, ,2020-5-10 0:00,47.571801,-122.058107
{67602103-F3F0-4C65-943D-A65E3D9D9962},2020-5-10 0:00,"Spotted one in caught in mesh over a garden bed. It got away before I could get a photo, but it had an orange head and was about an inch long.",Unverified, ,2020-5-10 0:00,47.511729,-122.029164
{A59DFDDB-8292-4D19-A560-23AEE0396FB8},2020-5-10 0:00,"A large hornet is building a nest on an outsider light.  It's the biggest hornet I've ever seen, definitely more than one inch.",Unverified,Asian Giant Hornets make their nests in the ground.,2020-5-10 0:00,47.091118,-122.682562
{4BE4BFF8-BAEF-4164-ACA3-0842EFAB0F46},2020-5-10 0:00,Costco parking lot in sequim,Unverified, ,2020-5-10 0:00,48.07875,-123.12615
{C3CF6472-BD49-4285-B013-49483E0587BC},2020-5-10 0:00,I saw this about an inch and a half long laying on its back on the sidewalk behind my house. Looks exactly like the pictures online. I thought it was a beetle. These pictures are taken right after I smushed it. Feel free to call or email me also 206-681-,Unverified, ,2020-5-10 0:00,47.137752,-122.321871
{8C158665-E406-4213-B86B-D89BBB5C1EA7},2020-5-10 0:00,Near a beehive,Unverified, ,2020-5-10 0:00,47.035506,-122.900333
{1D2AEEB7-448F-4750-86A4-E300D0DB298D},2020-5-9 0:00,About 2” long with abdomen roughly 1/4” wide. Mostly black.,Unverified, ,2020-5-10 0:00,47.731662,-122.201244
{4DD88B6C-6027-4F3F-9FB3-7A6CE74D51F9},2020-5-9 0:00,Biggest hornet I've ever seen was buzzing in my garden shed.  The picture is a little fuzzy; it looked like it was about 2 inches in size.,Unverified, ,2020-5-10 0:00,47.64321,-117.142029
{E5DD36A2-EF67-4AF1-8D42-4D5842F37F93},2019-6-2 0:00,I had them in Kitsap County last year. There were everywhere in the area of burley and purdy. I thought they were normal wasps until i stumbled upon some of them coming out of the ground. They were orange not the normal yellow. I tried searching what the,Unverified,We will follow up with you. Stand by.,2020-5-10 0:00,47.417355,-122.637451
{5EE2790B-F362-4853-90A7-10C6576B80B3},2020-5-10 0:00,"Oh hey, I am the kitsap person with the hornets from last year. I forgot to leave my contact info. here it is. I get back to email within minutes. Sorry about that",Unverified,Thank you. We'll be emailing you very soon.,2020-5-10 0:00,47.417355,-122.637451
{625B0FDA-50CD-4C4C-BCD4-F4FF9173FC11},2020-5-8 0:00,"Found large hornet approximately 2inches long, at Flaming Geyser Park in Auburn, WA. It had all of the correct colorings, body measurements, and stinger size. The hornet was dead and was missing a wing. It was upside down in the picture, so it does not a",Unverified, ,2020-5-10 0:00,47.276271,-122.039378
{071590E5-2F12-4BED-BBDB-E4E208579D0A},2020-5-9 0:00,"Orange in color, stinger in tact, orange face, black ""eyes""",Unverified, ,2020-5-10 0:00,46.190344,-122.911506
{DAABC526-863F-401C-B542-D6DD102B7012},2020-5-10 0:00, ,Unverified, ,2020-5-10 0:00,47.62986,-120.68945
{1CAC3D32-E4E4-4303-A6AE-C086CF3C9734},2020-5-10 0:00,"My daughter's just saw one at the Walmart in Clarkston, WA. They identified it by a picture online. My daughter said it was 'freaky big.' They didn't think of pictures because of it being mother's day and being in a hurry to get back. But, my daughters a",Unverified, ,2020-5-10 0:00,46.423105,-117.042043
{C9DC07C1-9A9B-47AC-AB5F-7C1D03C99E42},2020-4-26 0:00,"Very large unusual hornet, not the typical ones I see here all the time.  I am a bee keeper and used a landscape torch on 2 of them.",Unverified, ,2020-5-10 0:00,47.920784,-122.38585
{E6F2F8A2-5612-40A8-BAC4-CAABFE708AE5},2020-5-10 0:00,Have in a container and picture,Unverified, ,2020-5-10 0:00,47.512323,-117.721467
{2E307A21-3D71-4F70-B7C5-5D14D37B7C95},2020-5-10 0:00,"Big hives of bees/hornets, I don’t know what they were but really big cloud and very loud flying over our house.",Unverified, ,2020-5-10 0:00,47.62986,-120.68945
{A98ED7C1-8961-4110-B463-18028950CF2E},2020-5-10 0:00, ,Unverified, ,2020-5-10 0:00,47.62986,-120.68945
{BCCB63FB-09EF-42F0-B0DF-9B8DA4A1AAB2},2020-5-10 0:00,Riding my bike with my daughter I think I saw a big hornet bee... it was flying around us so I decided to ride my kid first before to take a picture. It looks bigger than a normal bee like my finger size,Unverified, ,2020-5-10 0:00,47.623028,-122.202568
{F4BAE5DD-31B5-40C6-A3AF-8E400489F9D4},2020-5-10 0:00,"Found in our beach house after leaving several doors open. All the windows are 2 feet by 2 feet. Looks like it might be an inch and a quarter or an inch and a half. We were leaving today anyway, so we plan to just close all doors and have leave it in the",Unverified, ,2020-5-10 0:00,48.008461,-122.568649
{87CD019E-B927-4A68-87A6-38F0B1E1B0ED},2020-5-10 0:00,"I saw a very large hornet in our yard.  I do not know if it was a killer hornet, but it was very large and have not seen one here before today.",Unverified, ,2020-5-10 0:00,48.202842,-122.310685
{DD6E01F3-C9E3-45FA-817A-E4BCDFC37AAC},2020-5-9 0:00,Large 2 inch reddish insect struggling on ground thought was termite turned over before it was able to fly away abdomen had yellow and  black stripes,Unverified, ,2020-5-10 0:00,47.793138,-122.276812
{6503D1D6-2171-4DEF-96DD-ECEF78A655BF},2020-5-10 0:00,"Found dead in my parents driveway in Olympia, WA",Unverified, ,2020-5-10 0:00,47.162526,-122.810227
{C898151F-1DF2-4B10-81C6-CC48BE003938},2020-5-10 0:00,Found this dead insect today it is decomposed so no idea what it really is.  I collected it in a jar.,Unverified, ,2020-5-10 0:00,47.497239,-122.376487
{C3A16D90-56AA-4037-85AC-E3E3B73CA1E4},2020-5-10 0:00,Not sure if it's an Asian hornet or bald faced hornet so I figured I'd let you guys determine that,Unverified, ,2020-5-10 0:00,48.746531,-122.427553
{2E45994B-8039-49ED-BDC5-DECA380347B8},2020-5-10 0:00,"Second observation.  First observed 4 weeks ago.  Tried to trap in bucket but was not successful.  Saw another today at 1600 hrs.  Did not look like any local wasp.  It was much larger, 1 1/2 - 2 inches, black body with orange strips.  Not able to get a",Unverified, ,2020-5-10 0:00,47.907658,-122.678874
{B2A5DFF0-D6E4-4F9D-AE65-408DCFC6D2CA},2020-5-11 0:00,"Found poss carcass or shed at puyallup river trail, Sumner side. Also lots of holes in ground poss nest?",Unverified, ,2020-5-11 0:00,47.62986,-120.68945
{E708056B-98C6-42D1-B349-DCEC8F96CF70},2020-5-11 0:00,large hornet tired out after being stuck in my atrium all day. caught in cup and released in back yard. had seen it 2 nights ago on the fence.,Unverified, ,2020-5-11 0:00,47.459452,-122.357655
{4D9F3C91-046E-4931-A8D5-6986B8781848},2020-5-11 0:00,Inside garage,Unverified, ,2020-5-11 0:00,47.68781,-122.669589
{66434C91-71CA-43A4-A7CA-F8B492704E6D},2020-5-11 0:00,Hello. We went to Mt. Baker for mothers day today and couldn't help but notice when we got back into the car we saw a very large bee (bigger than any we've seen) on our car window for about 3 seconds. We didn't have enough time to take a picture or reall,Unverified, ,2020-5-11 0:00,48.776223,-121.820152
{BDBB22C5-8F84-4A7E-A788-7ECBACE6CD01},2020-5-11 0:00,"This is the 2nd one in 24 hours that I have seen and killed in my front yard. The two stayed within the area throughout the day and stayed mainly low to the ground (grass, driveway and fallen leaves). The first one I squished pretty good and was hard to",Unverified, ,2020-5-11 0:00,47.353364,-122.211859
{39933C38-C111-41DE-BA56-9ADF8C7A95C3},2020-5-10 0:00,found on the boom of our sailboat once lowering the boom...killed and kept it just in case it was,Unverified, ,2020-5-11 0:00,48.670776,-122.556451
{A5EBE786-D1B0-4EB2-98E7-E22E9445E63A},2020-5-11 0:00,I have other photos if needed. It is a large bee with striping on its body that matches the photos. Last night on our security camera there was a swarm of insects that were traveling together intentionally. I’ve never seen anything like it and this mor,Unverified,"Yes, please upload a photo(s)",2020-5-11 0:00,47.565472,-122.135335
{FF04E45B-878D-4CFB-986C-516CEB870692},2020-5-9 0:00,"A large, 2 inch hornet relating almost exactly to this description (and also the murder hornets that have been in the media lately) knocked into my patio window at the time stated above. It lingered only for a couple seconds before it flew away so I wasn",Unverified, ,2020-5-11 0:00,47.618391,-122.191666
{99B2A723-1B65-4BA0-ABAE-91542A8CF15F},2020-5-11 0:00,it seems pretty mad and really looks like it,Unverified, ,2020-5-11 0:00,48.75235,-122.47122
{190654D3-FFF5-44E4-9B40-4779FA2F92E6},2020-5-11 0:00, ,Unverified, ,2020-5-11 0:00,47.385209,-122.044826
{73E2BA93-DD14-485C-95AA-44B4C90C0053},2020-5-11 0:00,I have a friend who works as a grounds keeper at the Desert Canyon golf course in Orono Wa. He has been attacked by these hornets several times. He said he noticed them around this time last year. There are several elderly people who live on the course a,Unverified, ,2020-5-11 0:00,47.72175,-120.18405
{3B9C62CF-CE41-4056-8CEB-0BC06879B342},12/30/1899,"Very large hornet attacking our screen door. Difficult to photograph due to bright background. I am a native of Seattle and have never seen a hornet this large. At least 2 inches minimum in length. Body was long, but not slender in the middle like a regu",Unverified, ,2020-5-11 0:00,47.574889,-122.223924
{4CB7833B-57AF-4542-9BEB-C4308CA42D82},2020-5-11 0:00,I noticed a honey bee in my house last week and this huge hornet this week,Unverified, ,2020-5-11 0:00,48.764641,-122.488421
{C92FF96E-9EB1-429C-BB78-8F92D42BCA47},2020-5-11 0:00,Spotted flying across yard back and forth into bushes.,Unverified, ,2020-5-11 0:00,47.191265,-122.565487
{91CBB1D8-643F-4BEE-A181-79A9BC604563},2020-5-11 0:00,Elm st Bellingham Wa in my apartment,Unverified, ,2020-5-11 0:00,48.764023,-122.488434
{10935A53-BC63-4AB4-A4F2-65922787A768},2020-5-10 0:00,My husband and I saw this very large bee on the Stimson trail near the Geneva pond site on the lake Whatcom side. It was about 2 “ long and it’s wings were about an inch long. I have a photo but was unable to download it to this site.,Unverified, ,2020-5-11 0:00,48.671553,-121.275845
{D20832E6-50C5-473F-96ED-C5E227D15BC5},2020-5-11 0:00,"I couldn't get a good look because it was flying, but I saw what looked to be a wasp or hornet over an inch long.",Unverified, ,2020-5-11 0:00,47.637093,-122.189329
{1B8EC286-4655-4927-9B08-D76738869233},2020-5-11 0:00, ,Unverified, ,2020-5-11 0:00,47.10236,-122.58724
{421EE892-BC0E-49A4-AE60-CAC06A224B13},2020-5-12 0:00,"1.5"" long.  On outside of my car window.  Held on 1/2 mile in strong wind.   Eastsound, WA - Orcas Island   Is it the Asian Giant?",Unverified, ,2020-5-12 0:00,48.702931,-122.911457
{FB0012A8-9767-4661-83C8-91DD86B870EB},2020-4-29 0:00,I saw what I thought was a HUGE wasp from my car.  I did not take a picture,Unverified, ,2020-5-12 0:00,48.738894,-122.491689
{BD643C9E-E5E4-4B12-98FF-919F8D84D374},2020-5-12 0:00,"loud buzz. Landed on my shed, where the little blue fuzzy bees like to hang out.",Unverified, ,2020-5-12 0:00,48.927932,-122.137019
{29166E2B-1747-4878-9F20-1ADEEB12DE02},2020-5-10 0:00,I was walking with my kids by Ardmore Park yesterday and Saturday and both days I saw them in the same spot.,Unverified, ,2020-5-12 0:00,47.635832,-122.113291
{C07FC467-8CAD-4A95-B48E-16EAF04ABD55},2020-5-12 0:00,"Found three, only one of which appeared to be alive, inside one of our sprinkler system boxes.",Unverified, ,2020-5-12 0:00,47.675517,-117.095459
{BE6FAC9D-AD59-4895-A9C7-2584744F2DE7},2020-5-2 0:00,"An Asian hornet flew into my home through my screen door. I didn’t see it until I hear a very loud buzzing and looked down and saw it on the floor board by the screen. I did not get a photo of it, but without a doubt, it looked just like the Asian Horn",Unverified, ,2020-5-12 0:00,48.84756,-122.59351
{5A956348-DC06-4325-BF6A-B56907F0DBEF},2019-7-19 0:00,We saw these last year in Sedro woolley and didn’t know what they were can you help identify them,Unverified, ,2020-5-12 0:00,48.50824,-122.23858
{277C8B38-1597-49BF-A453-06BEEE5D92EB},2013-7-2 0:00,The dowel in the picture attached is 3/4 of an inch I believe. My friend and I were building a dock here in Moses Lake when we encountered the bee near the water’s edge.,Unverified, ,2020-5-12 0:00,47.182973,-119.387597
{A46919A1-567A-4446-8BB7-7235197B9EAC},2013-7-2 0:00,I submitted an earlier notification but this app alerted me something may be wrong. So I resent it.,Unverified,We fixed our tech issue. Please resubmit your photo. Thanks.,2020-5-12 0:00,47.183312,-119.391119
{80E955EB-00C7-4640-B6AA-9773C8503D16},2020-5-12 0:00,"Extremely large, feeding from flowers on our patio.",Unverified, ,2020-5-12 0:00,48.154061,-122.336601
{B963DBF2-E1D9-45CC-AE8C-535726FD463E},2020-5-12 0:00,"Very large dark insect hit my sliding glass door several times. I look up and see this huge insect hitting my door. It flew south & happened so fast I didn't get much detail. I've never seen anything so huge like 2"" long or so & big dark head",Unverified, ,2020-5-12 0:00,47.800476,-122.373598
{55B93ECA-6B02-415B-BBAF-158A9B287B7C},2020-5-12 0:00,Large dark hornet in my gazebo netting,Unverified, ,2020-5-12 0:00,48.054142,-122.156769
{7F4C95F9-8F1E-4CE8-92AF-A933E22B51BD},2020-5-12 0:00,"Very large, dark body, bright face.",Unverified,It is very difficult to tell what insect is.,2020-5-12 0:00,48.054153,-122.156647
{B700D679-7205-4E34-BA48-DFE9C23AF83F},2020-5-11 0:00,"I am a 48 year old Washington state native, I am not allowed to carry a camera phone at work so i have no photo, however this was an easy ID to make considering the size and color of the insect. I had a co worker with me who can verify the incident.",Unverified, ,2020-5-12 0:00,47.732628,-122.7303
{50A37E9A-96A6-40CF-8BD7-82CD5D5CB5B5},2020-5-10 0:00,Sitting on back porch - what we thought was humming bird flew by very fast but it was a large insect with a large orange head. There were honey bees swarming about quarter of a mile away from sighting. Sorry no picture.,Unverified, ,2020-5-12 0:00,47.653198,-121.91749
{AE9E8D34-2417-4F0F-9E3E-B680B48A9BD0},2020-5-12 0:00,97th and Roosevelt Seattle WA 98115,Unverified, ,2020-5-12 0:00,47.700118,-122.317628
{92D17D4D-3251-410E-B1B0-5AA9BECA9678},2020-5-10 0:00,My neighbor captured a hornet in a plastic container and brought to me to discuss. I’ve attached picture. Neighbor still has the hornet if you want to collect and confirm identification.,Negative ID,"This is a native sawfly, with its cute, clubbed antennae.",2020-5-12 0:00,47.268189,-122.471635
{CAE134DF-A46F-4707-AC92-59BF287D224C},2020-5-12 0:00, ,Unverified, ,2020-5-12 0:00,48.755202,-122.613553
{A250A974-215C-482C-9632-1B3ACCF750F1},2020-5-12 0:00,We have captured a very large hornet that was in our house it is still alive under glass,Negative ID,Looks like you've got a bald-faced hornet.  ,2020-5-12 0:00,48.040075,-122.42349
{F8DEFC50-89AA-4262-B7CA-40596FBE3FE3},2020-5-12 0:00,"Found this hornet, dead, in our animals water dish. We are located in Chewelah, Washington in the northeast part of the state.",Negative ID,It sure looks like a chewed grasshopper.,2020-5-12 0:00,48.260485,-117.749912
{77E72D82-CB2A-4D25-87E6-9656479B229E},2020-5-12 0:00, ,Negative ID,This looks like a partial Odonata; dragonfly or damselfly.,2020-5-12 0:00,47.00379,-123.40382
{2CE88ACB-6B4B-4357-91F1-813D079B5057},2020-5-13 0:00,They were not shy,Negative ID,You've got a yellow jacket there.,2020-5-13 0:00,47.918493,-122.099645
{85411F65-B0D8-4D89-B654-684B14F3DE1F},2019-6-25 0:00,"I know this was before the official siting, but I came across this picture from lat June in Lake Chelan.  It was really large which is what caught my attention.  Not sure if it is one, but thought I would let you be the judge.",Negative ID,This is a Cicada killer wasp.,2020-5-13 0:00,47.84329,-120.02318
{3F38AF5B-E2CA-4771-AECF-2291773C9198},2020-5-13 0:00,Flew into my car on my way to work was about 1 inch and some change long and dark orangne,Unverified, ,2020-5-13 0:00,47.151494,-119.28453
{84B44BF3-9A63-4A3E-A1D1-AFAC41FC0AEC},2020-5-11 0:00,"2"" or larger hornet came to hummingbird feeder at dusk. Unable to see colors",Unverified, ,2020-5-13 0:00,47.742147,-117.468168
{79593AD4-D8F9-42AD-A56C-C8006EE5C083},2020-5-13 0:00,Found dead on a steel truck.,Negative ID,That is a native Elm sawfly,2020-5-13 0:00,47.617465,-122.333842
{27D48621-8C7D-4F96-8C16-EFA764D765E0},2020-5-13 0:00,It was eating the wooden sign.,Negative ID,"That is a beautiful bald faced hornet, chewing wood to make its nest!",2020-5-13 0:00,47.59173,-117.41351
{4AFECC2C-E471-42CC-93E3-75D6EE69A42A},2020-5-13 0:00,"1-1/2 to 2” long, hovered near our window for a minute but flew away before we could get the camera",Unverified, ,2020-5-13 0:00,47.879027,-122.003319
{361ED665-26DC-4E76-9C4D-F27E37156B20},2020-5-13 0:00,Dead on our window sill,Negative ID,That amazing pollinator is a fly that is a bee mimic!,2020-5-13 0:00,47.470068,-121.747172
{E839F3CB-1636-4C2A-B175-42DF580CEFBA},2020-5-14 0:00,"The hornet was about 2 1/2 - 3” long, yellow, black with green tint.  Wings were about 2-3 “ long.  Never seen anything that big before.  It was resting on our palm tree and then it took off.  Not enough time for a pic. We’re in Sumner wa",Unverified, ,2020-5-14 0:00,47.19893,-122.239585
{39FFB125-75E0-4317-A4F3-260CDC06A030},2020-5-14 0:00,"I was at Point Defiance, adjacent to the pavilion near the rhododendron garden when the possible Asian hornet passed me.  This is by no means a positive identification.  What I saw was a large flying insect that appeared light orange.",Unverified, ,2020-5-14 0:00,47.30775,-122.523616
{8B82354E-FA2F-40D9-A1AA-087FF730F9D6},2020-5-14 0:00,Large hornet similar in shape and color to Asian hornet cane through my sun roof and landed on my lap.,Negative ID,"That is a native sawfly, probably Trichiosoma triangulum.",2020-5-14 0:00,48.75235,-122.47122
{69CB8F8E-1828-419C-A03E-E559211FD7BF},2020-5-12 0:00,I’ve seen a lot of bees. I spend a lot of time hiking in the woods. I am 99% positive that it is the Asian giant hornet. I have no photos,Unverified, ,2020-5-14 0:00,47.378451,-122.944577
{4C3E63E3-F727-4BB0-B346-D367BE02246B},2020-5-14 0:00,Was on my back porch and saw my puppy bouncing around something huge and yellow. Took a closer look and realized it was a wasp and immediately took him in. It’s been raining so it couldn’t fly so was able to get close. It was over an inch long. I too,Unverified, ,2020-5-14 0:00,48.112215,-122.172661
{23A819C1-3CD5-40FD-BE63-E9F9649D9F88},2020-5-10 0:00,"Guemes Island @ about 1300hrs one landed hard on the table on my deck, saw it from its topside & flew south. After verifying with photos it was definitely Asian hornet. Happened too quick to get photo.",Unverified, ,2020-5-14 0:00,48.570304,-122.648863
{85EFF589-E50D-49E7-A272-6864425FED7D},2020-5-14 0:00,This giant bee was dead on the side of the road in our neighborhood. It is quite large but can’t tell exact coloring.,Negative ID,That is a sawfly.,2020-5-14 0:00,47.451139,-122.267277
{9F5E8DE6-2505-4EF9-BDAD-DB1D26F1CA54},2020-5-14 0:00,Lutz Florida,Unverified, ,2020-5-14 0:00,47.62984,-120.68945
{D3A8553C-5770-4D61-B320-F399D9FD502D},2020-5-14 0:00,Never seen in 46 years of gardening in this property,Negative ID,Looks like a sawfly - Trichiosoma triangulum ( 91),2020-5-14 0:00,48.137842,-122.792983
{E9E63212-6325-4377-A8F2-5FE569399FF7},2020-5-14 0:00, ,Unverified, ,2020-5-14 0:00,47.183252,-122.203503
{BD522791-708B-4E9B-9225-64016C6A42D5},2020-5-14 0:00, ,Negative ID,"That is a Cimbex sawfly. He's harmless, it's ok to let him go.",2020-5-14 0:00,47.2022,-122.24
{37CABA69-C18F-49F8-B635-30527B27DF75},2020-5-14 0:00,Found it dead in the driveway today. It is hollowed out and may have been bleached by the sun.  Never saw anything like it b4.,Negative ID,That is a native elm sawfly.,2020-5-14 0:00,48.237543,-122.156276
{5F8F1A3B-EF16-4F1C-951E-581C40EC588A},2020-5-14 0:00,"Outside gardening when I saw a giant hornet (2 inch) come up to a honey bee and attacked it in the air, took it down to the ground and continued attacking it. I caught it for a moment but it got away so quickly.",Unverified, ,2020-5-15 0:00,48.421451,-122.666603
{C9DBB526-48A0-4587-BEDA-1ED6E8986491},2020-5-15 0:00,Captured a large wasp or hornet (in my freezer) and concerned that it could be an Asian Hornet.,Negative ID,That is a native elm sawfly.,2020-5-15 0:00,46.99703,-120.54872
{02B30884-3FFE-4155-97B7-3921FCD5D62F},2020-5-15 0:00,"I live in Bow (in the flats) and was shocked to see an Asian hornet land on kitchen window screen from the outside. It stayed a few seconds and then flew off. Not enough time for a picture, but as farmer we are very familiar with what’s out here and wh",Unverified, ,2020-5-15 0:00,48.545183,-122.428427
{7DD2223F-710D-4C0B-BAA5-2521F225FE47},2016-7-1 0:00,I wanted to contact somebody here or have somebody contact me because I have a sighting that is indeed very old and would explain what has been happening to local bee populations as far back as 2016. At 1609 Fairview avenue in Seattle Washington 98104 th,Unverified, ,2020-5-15 0:00,47.634077,-122.327433
{ABE7FBE3-52AB-4A7E-B8A4-80CA98D222D5},2020-5-15 0:00,Found dead on my deck - see photos:  ,Negative ID,Thanks for your submission! This one is a bumble bee.,2020-5-15 0:00,48.96534,-122.78823
{DBD031C3-15DE-4754-8687-DDEEF5BEDB00},2020-5-10 0:00,It was 1-2” in size.,Negative ID,This is an immature cicada,2020-5-15 0:00,46.053309,-122.042238
{A33354EB-C2AB-4DFA-AB5A-DE65FAAC874A},2020-5-14 0:00, ,Unverified,There's no way we can identify that insect definitely.,2020-5-15 0:00,47.574972,-117.678159
{C9FDE868-2423-4484-8B02-C60B7EF9DF89},2020-5-12 0:00,"spotted three with yellow faces and yellow stripe about two inches on the wetlands path of Douglas Carter Fisher Park in Vancouver, WA",Unverified, ,2020-5-15 0:00,45.660528,-122.619079
